	f1	f2	f3	f4	f5	f6	f7	clase
39	0.55397	0.828042	0.586295	-1.38024	1.19405	-2.2085	0.717382	0
40	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	3
41	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
42	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
43	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
44	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
45	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
46	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	-1.39256	0
47	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	0
48	-1.80335	0.828042	-1.70392	-1.38024	-0.836648	0.452343	0.717382	1
49	0.55397	-1.20646	0.586295	0.723786	-0.836648	-2.2085	0.717382	2
50	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
51	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	6
52	0.55397	-1.20646	-1.70392	-1.38024	-0.836648	0.452343	-1.39256	7
53	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
54	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
55	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	-1.39256	8
56	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
57	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
58	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
59	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	8
60	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	3
61	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	7
62	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	0
63	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	9
64	0.55397	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	3
65	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
66	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	3
67	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
68	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	6
69	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
70	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
71	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	8
72	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
73	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
74	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
75	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	-2.2085	-1.39256	1
76	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
77	0.55397	0.828042	0.586295	-1.38024	1.19405	-2.2085	0.717382	0
78	-1.80335	-1.20646	0.586295	-1.38024	1.19405	0.452343	-1.39256	1
79	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	2
80	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
81	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
82	-1.80335	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	4
83	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
84	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
85	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	5
86	0.55397	-1.20646	0.586295	-1.38024	1.19405	0.452343	0.717382	0
87	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	0
88	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	-1.39256	0
89	0.55397	0.828042	0.586295	0.723786	-0.836648	-2.2085	0.717382	3
90	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	1
91	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
92	0.55397	-1.20646	0.586295	-1.38024	1.19405	0.452343	-1.39256	7
93	0.55397	-1.20646	-1.70392	0.723786	1.19405	0.452343	0.717382	6
94	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
95	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	1
96	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
97	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
98	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
99	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
100	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	9
101	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
102	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
103	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
104	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
105	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	9
106	-1.80335	-1.20646	0.586295	-1.38024	1.19405	0.452343	-1.39256	1
107	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
108	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
109	-1.80335	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
110	-1.80335	-1.20646	-1.70392	-1.38024	-0.836648	0.452343	-1.39256	1
111	0.55397	0.828042	0.586295	0.723786	1.19405	-2.2085	0.717382	8
112	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
113	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	9
114	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	1
115	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	3
116	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	9
117	0.55397	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
118	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	9
119	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
120	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	6
121	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
122	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
123	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
124	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	0.717382	1
125	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
126	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
127	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
128	0.55397	-1.20646	0.586295	-1.38024	-0.836648	-2.2085	-1.39256	7
129	-1.80335	0.828042	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
130	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	3
131	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
132	0.55397	-1.20646	0.586295	0.723786	-0.836648	-2.2085	0.717382	3
133	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
134	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
135	-1.80335	0.828042	0.586295	-1.38024	1.19405	0.452343	-1.39256	1
136	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
137	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
138	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	6
139	-1.80335	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
140	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	7
141	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
142	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	7
143	0.55397	-1.20646	-1.70392	-1.38024	-0.836648	0.452343	-1.39256	7
144	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
145	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	5
146	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
147	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	-1.39256	2
148	0.55397	-1.20646	0.586295	0.723786	-0.836648	-2.2085	0.717382	2
149	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	3
150	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	6
151	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	3
152	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	-1.39256	5
153	-1.80335	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
154	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	3
155	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
156	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	7
157	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	8
158	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	9
159	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
160	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
161	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	3
162	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
163	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
164	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	8
165	-1.80335	0.828042	0.586295	0.723786	-0.836648	-2.2085	-1.39256	4
166	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	1
167	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
168	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	9
169	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
170	-1.80335	0.828042	0.586295	0.723786	-0.836648	-2.2085	-1.39256	4
171	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
172	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	5
173	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
174	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
175	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
176	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
177	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
178	0.55397	-1.20646	0.586295	-1.38024	1.19405	0.452343	0.717382	7
179	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	6
180	0.55397	-1.20646	-1.70392	0.723786	1.19405	-2.2085	0.717382	2
181	-1.80335	-1.20646	-1.70392	-1.38024	-0.836648	-2.2085	-1.39256	7
182	0.55397	0.828042	0.586295	0.723786	-0.836648	-2.2085	0.717382	9
183	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	2
184	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
185	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
186	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
187	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
188	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
189	-1.80335	-1.20646	-1.70392	0.723786	-0.836648	0.452343	-1.39256	7
190	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	-1.39256	5
191	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	-1.39256	0
192	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
193	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
194	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
195	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
196	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
197	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
198	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
199	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
200	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
201	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
202	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	9
203	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
204	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
205	-1.80335	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
206	-1.80335	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
207	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
208	-1.80335	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
209	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
210	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
211	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
212	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
213	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
214	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	8
215	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
216	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
217	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	-1.39256	0
218	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	9
219	0.55397	-1.20646	-1.70392	0.723786	1.19405	0.452343	0.717382	6
220	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	2
221	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	0.717382	3
222	-1.80335	0.828042	0.586295	0.723786	-0.836648	-2.2085	0.717382	5
223	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
224	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
225	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
226	0.55397	0.828042	-1.70392	-1.38024	-0.836648	0.452343	0.717382	0
227	0.55397	0.828042	0.586295	0.723786	1.19405	-2.2085	0.717382	2
228	0.55397	0.828042	0.586295	0.723786	-0.836648	-2.2085	0.717382	2
229	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
230	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
231	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
232	0.55397	-1.20646	0.586295	0.723786	-0.836648	-2.2085	0.717382	2
233	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
234	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	9
235	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	0.717382	7
236	0.55397	-1.20646	-1.70392	0.723786	1.19405	-2.2085	0.717382	6
237	-1.80335	0.828042	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
238	0.55397	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	9
239	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
240	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	-1.39256	8
241	0.55397	-1.20646	0.586295	-1.38024	-0.836648	-2.2085	-1.39256	7
242	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	0
243	-1.80335	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	5
244	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
245	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
246	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
247	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
248	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
249	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	9
250	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
251	0.55397	-1.20646	0.586295	-1.38024	1.19405	-2.2085	0.717382	2
252	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
253	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
254	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	7
255	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	0.717382	0
256	0.55397	0.828042	-1.70392	0.723786	1.19405	-2.2085	0.717382	5
257	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
258	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	0
259	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
260	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
261	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	-1.39256	8
262	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	9
263	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
264	-1.80335	0.828042	0.586295	0.723786	1.19405	0.452343	-1.39256	8
265	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	8
266	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
267	0.55397	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
268	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	9
269	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
270	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	-1.39256	8
271	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	0.717382	7
272	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
273	-1.80335	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	0
274	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
275	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
276	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
277	0.55397	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
278	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
279	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	0.717382	3
280	-1.80335	0.828042	0.586295	-1.38024	-0.836648	-2.2085	-1.39256	1
281	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	-1.39256	5
282	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
283	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
284	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
285	-1.80335	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
286	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
287	0.55397	0.828042	0.586295	-1.38024	1.19405	-2.2085	-1.39256	0
288	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
289	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	0
290	0.55397	-1.20646	-1.70392	-1.38024	-0.836648	0.452343	0.717382	3
291	-1.80335	0.828042	-1.70392	0.723786	1.19405	0.452343	-1.39256	4
292	-1.80335	-1.20646	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
293	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
294	0.55397	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	7
295	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	-1.39256	5
296	-1.80335	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
297	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
298	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
299	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
300	-1.80335	-1.20646	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
301	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
302	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
303	0.55397	0.828042	0.586295	-1.38024	-0.836648	0.452343	0.717382	0
304	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
305	0.55397	0.828042	-1.70392	-1.38024	1.19405	0.452343	-1.39256	6
306	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
307	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
308	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	-1.39256	0
309	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
310	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
311	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	8
312	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
313	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
314	0.55397	0.828042	0.586295	0.723786	-0.836648	0.452343	0.717382	9
315	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
316	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
317	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
318	0.55397	0.828042	-1.70392	0.723786	1.19405	0.452343	0.717382	6
319	0.55397	0.828042	0.586295	0.723786	1.19405	-2.2085	0.717382	2
320	-1.80335	-1.20646	-1.70392	-1.38024	-0.836648	0.452343	0.717382	1
321	-1.80335	-1.20646	0.586295	-1.38024	-0.836648	0.452343	-1.39256	1
322	0.55397	0.828042	0.586295	0.723786	1.19405	0.452343	0.717382	6
323	0.55397	-1.20646	0.586295	0.723786	-0.836648	0.452343	0.717382	3
324	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
325	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
326	0.55397	0.828042	-1.70392	-1.38024	-0.836648	0.452343	0.717382	5
327	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
328	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
329	0.55397	0.828042	-1.70392	0.723786	-0.836648	0.452343	0.717382	5
330	0.55397	0.828042	0.586295	-1.38024	1.19405	0.452343	0.717382	0
331	0.55397	0.828042	-1.70392	0.723786	1.19405	-2.2085	0.717382	6
332	0.55397	-1.20646	0.586295	0.723786	-0.836648	-2.2085	0.717382	2
333	0.55397	-1.20646	0.586295	0.723786	1.19405	-2.2085	0.717382	2
334	0.55397	-1.20646	0.586295	-1.38024	1.19405	-2.2085	0.717382	2
335	0.55397	-1.20646	0.586295	0.723786	1.19405	0.452343	0.717382	2
336	-1.80335	0.828042	0.586295	0.723786	-0.836648	0.452343	-1.39256	4
337	0.55397	-1.20646	0.586295	-1.38024	1.19405	-2.2085	-1.39256	2
