	f1	f2	f3	f4	f5	f6	f7	clase
94	0.503814	-0.184311	1.35914	0.660918	0.366199	-0.201322	0.574195	2
95	0.503814	-0.256484	1.35914	0.660918	-0.580559	1.22135	0.574195	2
96	0.503814	-0.833861	1.35914	0.660918	1.31296	1.22135	0.574195	2
97	0.503814	-0.473	1.35914	0.660918	0.366199	1.22135	0.574195	2
98	-0.831293	0.8261	1.35914	0.660918	1.31296	1.22135	-1.45463	2
99	1.83892	1.18696	1.35914	0.660918	-0.580559	-1.624	0.574195	2
100	1.83892	1.54782	1.35914	0.660918	0.366199	-0.201322	0.574195	2
101	0.503814	-1.7721	1.35914	0.660918	0.366199	2.64403	0.574195	2
102	-0.831293	0.537411	1.35914	0.660918	-0.580559	1.22135	0.574195	2
103	0.503814	-1.19472	1.35914	0.660918	1.31296	1.22135	0.574195	2
104	-0.831293	-0.112139	1.35914	0.660918	-0.580559	2.64403	0.574195	2
105	1.83892	1.33131	1.35914	0.660918	1.31296	2.64403	0.574195	2
106	0.503814	-1.33907	1.35914	0.660918	-0.580559	2.64403	0.574195	2
