	f1	f2	f3	f4	clase
126	-0.706541	-1.41308	-1.41308	-1.41308	1
127	-0.706541	-1.41308	-1.41308	-0.706541	0
128	-0.706541	-1.41308	-1.41308	0	2
129	-0.706541	-1.41308	-1.41308	0.706541	2
130	-0.706541	-1.41308	-1.41308	1.41308	2
131	-0.706541	-1.41308	-0.706541	-1.41308	0
132	-0.706541	-1.41308	-0.706541	-0.706541	2
133	-0.706541	-1.41308	-0.706541	0	2
134	-0.706541	-1.41308	-0.706541	0.706541	2
135	-0.706541	-1.41308	-0.706541	1.41308	2
136	-0.706541	-1.41308	0	-1.41308	2
137	-0.706541	-1.41308	0	-0.706541	2
138	-0.706541	-1.41308	0	0	2
139	-0.706541	-1.41308	0	0.706541	2
140	-0.706541	-1.41308	0	1.41308	2
141	-0.706541	-1.41308	0.706541	-1.41308	2
142	-0.706541	-1.41308	0.706541	-0.706541	2
143	-0.706541	-1.41308	0.706541	0	2
144	-0.706541	-1.41308	0.706541	0.706541	2
145	-0.706541	-1.41308	0.706541	1.41308	2
146	-0.706541	-1.41308	1.41308	-1.41308	2
147	-0.706541	-1.41308	1.41308	-0.706541	2
148	-0.706541	-1.41308	1.41308	0	2
149	-0.706541	-1.41308	1.41308	0.706541	2
150	-0.706541	-1.41308	1.41308	1.41308	2
151	-0.706541	-0.706541	-1.41308	-1.41308	1
152	-0.706541	-0.706541	-1.41308	-0.706541	1
153	-0.706541	-0.706541	-1.41308	0	1
154	-0.706541	-0.706541	-1.41308	0.706541	0
155	-0.706541	-0.706541	-1.41308	1.41308	2
156	-0.706541	-0.706541	-0.706541	-1.41308	1
157	-0.706541	-0.706541	-0.706541	-0.706541	0
158	-0.706541	-0.706541	-0.706541	0	2
159	-0.706541	-0.706541	-0.706541	0.706541	2
160	-0.706541	-0.706541	-0.706541	1.41308	2
161	-0.706541	-0.706541	0	-1.41308	1
162	-0.706541	-0.706541	0	-0.706541	2
163	-0.706541	-0.706541	0	0	2
164	-0.706541	-0.706541	0	0.706541	2
165	-0.706541	-0.706541	0	1.41308	2
166	-0.706541	-0.706541	0.706541	-1.41308	0
167	-0.706541	-0.706541	0.706541	-0.706541	2
168	-0.706541	-0.706541	0.706541	0	2
169	-0.706541	-0.706541	0.706541	0.706541	2
170	-0.706541	-0.706541	0.706541	1.41308	2
171	-0.706541	-0.706541	1.41308	-1.41308	2
172	-0.706541	-0.706541	1.41308	-0.706541	2
173	-0.706541	-0.706541	1.41308	0	2
174	-0.706541	-0.706541	1.41308	0.706541	2
175	-0.706541	-0.706541	1.41308	1.41308	2
176	-0.706541	0	-1.41308	-1.41308	1
177	-0.706541	0	-1.41308	-0.706541	1
178	-0.706541	0	-1.41308	0	1
179	-0.706541	0	-1.41308	0.706541	1
180	-0.706541	0	-1.41308	1.41308	1
181	-0.706541	0	-0.706541	-1.41308	1
182	-0.706541	0	-0.706541	-0.706541	1
183	-0.706541	0	-0.706541	0	0
184	-0.706541	0	-0.706541	0.706541	2
185	-0.706541	0	-0.706541	1.41308	2
186	-0.706541	0	0	-1.41308	1
187	-0.706541	0	0	-0.706541	0
188	-0.706541	0	0	0	2
189	-0.706541	0	0	0.706541	2
190	-0.706541	0	0	1.41308	2
191	-0.706541	0	0.706541	-1.41308	1
192	-0.706541	0	0.706541	-0.706541	2
193	-0.706541	0	0.706541	0	2
194	-0.706541	0	0.706541	0.706541	2
195	-0.706541	0	0.706541	1.41308	2
196	-0.706541	0	1.41308	-1.41308	1
197	-0.706541	0	1.41308	-0.706541	2
198	-0.706541	0	1.41308	0	2
199	-0.706541	0	1.41308	0.706541	2
200	-0.706541	0	1.41308	1.41308	2
201	-0.706541	0.706541	-1.41308	-1.41308	1
202	-0.706541	0.706541	-1.41308	-0.706541	1
203	-0.706541	0.706541	-1.41308	0	1
204	-0.706541	0.706541	-1.41308	0.706541	1
205	-0.706541	0.706541	-1.41308	1.41308	1
206	-0.706541	0.706541	-0.706541	-1.41308	1
207	-0.706541	0.706541	-0.706541	-0.706541	1
208	-0.706541	0.706541	-0.706541	0	1
209	-0.706541	0.706541	-0.706541	0.706541	0
210	-0.706541	0.706541	-0.706541	1.41308	2
211	-0.706541	0.706541	0	-1.41308	1
212	-0.706541	0.706541	0	-0.706541	1
213	-0.706541	0.706541	0	0	2
214	-0.706541	0.706541	0	0.706541	2
215	-0.706541	0.706541	0	1.41308	2
216	-0.706541	0.706541	0.706541	-1.41308	1
217	-0.706541	0.706541	0.706541	-0.706541	0
218	-0.706541	0.706541	0.706541	0	2
219	-0.706541	0.706541	0.706541	0.706541	2
220	-0.706541	0.706541	0.706541	1.41308	2
221	-0.706541	0.706541	1.41308	-1.41308	1
222	-0.706541	0.706541	1.41308	-0.706541	2
223	-0.706541	0.706541	1.41308	0	2
224	-0.706541	0.706541	1.41308	0.706541	2
225	-0.706541	0.706541	1.41308	1.41308	2
226	-0.706541	1.41308	-1.41308	-1.41308	1
227	-0.706541	1.41308	-1.41308	-0.706541	1
228	-0.706541	1.41308	-1.41308	0	1
229	-0.706541	1.41308	-1.41308	0.706541	1
230	-0.706541	1.41308	-1.41308	1.41308	1
231	-0.706541	1.41308	-0.706541	-1.41308	1
232	-0.706541	1.41308	-0.706541	-0.706541	1
233	-0.706541	1.41308	-0.706541	0	1
234	-0.706541	1.41308	-0.706541	0.706541	1
235	-0.706541	1.41308	-0.706541	1.41308	0
236	-0.706541	1.41308	0	-1.41308	1
237	-0.706541	1.41308	0	-0.706541	1
238	-0.706541	1.41308	0	0	1
239	-0.706541	1.41308	0	0.706541	2
240	-0.706541	1.41308	0	1.41308	2
241	-0.706541	1.41308	0.706541	-1.41308	1
242	-0.706541	1.41308	0.706541	-0.706541	1
243	-0.706541	1.41308	0.706541	0	2
244	-0.706541	1.41308	0.706541	0.706541	2
245	-0.706541	1.41308	0.706541	1.41308	2
246	-0.706541	1.41308	1.41308	-1.41308	1
247	-0.706541	1.41308	1.41308	-0.706541	0
248	-0.706541	1.41308	1.41308	0	2
249	-0.706541	1.41308	1.41308	0.706541	2
250	-0.706541	1.41308	1.41308	1.41308	2
251	0	-1.41308	-1.41308	-1.41308	1
252	0	-1.41308	-1.41308	-0.706541	1
253	0	-1.41308	-1.41308	0	0
254	0	-1.41308	-1.41308	0.706541	2
255	0	-1.41308	-1.41308	1.41308	2
256	0	-1.41308	-0.706541	-1.41308	1
257	0	-1.41308	-0.706541	-0.706541	2
258	0	-1.41308	-0.706541	0	2
259	0	-1.41308	-0.706541	0.706541	2
260	0	-1.41308	-0.706541	1.41308	2
261	0	-1.41308	0	-1.41308	0
262	0	-1.41308	0	-0.706541	2
263	0	-1.41308	0	0	2
264	0	-1.41308	0	0.706541	2
265	0	-1.41308	0	1.41308	2
266	0	-1.41308	0.706541	-1.41308	2
267	0	-1.41308	0.706541	-0.706541	2
268	0	-1.41308	0.706541	0	2
269	0	-1.41308	0.706541	0.706541	2
270	0	-1.41308	0.706541	1.41308	2
271	0	-1.41308	1.41308	-1.41308	2
272	0	-1.41308	1.41308	-0.706541	2
273	0	-1.41308	1.41308	0	2
274	0	-1.41308	1.41308	0.706541	2
275	0	-1.41308	1.41308	1.41308	2
276	0	-0.706541	-1.41308	-1.41308	1
277	0	-0.706541	-1.41308	-0.706541	1
278	0	-0.706541	-1.41308	0	1
279	0	-0.706541	-1.41308	0.706541	1
280	0	-0.706541	-1.41308	1.41308	1
281	0	-0.706541	-0.706541	-1.41308	1
282	0	-0.706541	-0.706541	-0.706541	1
283	0	-0.706541	-0.706541	0	0
284	0	-0.706541	-0.706541	0.706541	2
285	0	-0.706541	-0.706541	1.41308	2
286	0	-0.706541	0	-1.41308	1
287	0	-0.706541	0	-0.706541	0
288	0	-0.706541	0	0	2
289	0	-0.706541	0	0.706541	2
290	0	-0.706541	0	1.41308	2
291	0	-0.706541	0.706541	-1.41308	1
292	0	-0.706541	0.706541	-0.706541	2
293	0	-0.706541	0.706541	0	2
294	0	-0.706541	0.706541	0.706541	2
295	0	-0.706541	0.706541	1.41308	2
296	0	-0.706541	1.41308	-1.41308	1
297	0	-0.706541	1.41308	-0.706541	2
298	0	-0.706541	1.41308	0	2
299	0	-0.706541	1.41308	0.706541	2
300	0	-0.706541	1.41308	1.41308	2
301	0	0	-1.41308	-1.41308	1
302	0	0	-1.41308	-0.706541	1
303	0	0	-1.41308	0	1
304	0	0	-1.41308	0.706541	1
305	0	0	-1.41308	1.41308	1
306	0	0	-0.706541	-1.41308	1
307	0	0	-0.706541	-0.706541	1
308	0	0	-0.706541	0	1
309	0	0	-0.706541	0.706541	1
310	0	0	-0.706541	1.41308	2
311	0	0	0	-1.41308	1
312	0	0	0	-0.706541	1
313	0	0	0	0	0
314	0	0	0	0.706541	2
315	0	0	0	1.41308	2
316	0	0	0.706541	-1.41308	1
317	0	0	0.706541	-0.706541	1
318	0	0	0.706541	0	2
319	0	0	0.706541	0.706541	2
320	0	0	0.706541	1.41308	2
321	0	0	1.41308	-1.41308	1
322	0	0	1.41308	-0.706541	2
323	0	0	1.41308	0	2
324	0	0	1.41308	0.706541	2
325	0	0	1.41308	1.41308	2
326	0	0.706541	-1.41308	-1.41308	1
327	0	0.706541	-1.41308	-0.706541	1
328	0	0.706541	-1.41308	0	1
329	0	0.706541	-1.41308	0.706541	1
330	0	0.706541	-1.41308	1.41308	1
331	0	0.706541	-0.706541	-1.41308	1
332	0	0.706541	-0.706541	-0.706541	1
333	0	0.706541	-0.706541	0	1
334	0	0.706541	-0.706541	0.706541	1
335	0	0.706541	-0.706541	1.41308	1
336	0	0.706541	0	-1.41308	1
337	0	0.706541	0	-0.706541	1
338	0	0.706541	0	0	1
339	0	0.706541	0	0.706541	0
340	0	0.706541	0	1.41308	2
341	0	0.706541	0.706541	-1.41308	1
342	0	0.706541	0.706541	-0.706541	1
343	0	0.706541	0.706541	0	0
344	0	0.706541	0.706541	0.706541	2
345	0	0.706541	0.706541	1.41308	2
346	0	0.706541	1.41308	-1.41308	1
347	0	0.706541	1.41308	-0.706541	1
348	0	0.706541	1.41308	0	2
349	0	0.706541	1.41308	0.706541	2
350	0	0.706541	1.41308	1.41308	2
351	0	1.41308	-1.41308	-1.41308	1
352	0	1.41308	-1.41308	-0.706541	1
353	0	1.41308	-1.41308	0	1
354	0	1.41308	-1.41308	0.706541	1
355	0	1.41308	-1.41308	1.41308	1
356	0	1.41308	-0.706541	-1.41308	1
357	0	1.41308	-0.706541	-0.706541	1
358	0	1.41308	-0.706541	0	1
359	0	1.41308	-0.706541	0.706541	1
360	0	1.41308	-0.706541	1.41308	1
361	0	1.41308	0	-1.41308	1
362	0	1.41308	0	-0.706541	1
363	0	1.41308	0	0	1
364	0	1.41308	0	0.706541	1
365	0	1.41308	0	1.41308	0
366	0	1.41308	0.706541	-1.41308	1
367	0	1.41308	0.706541	-0.706541	1
368	0	1.41308	0.706541	0	1
369	0	1.41308	0.706541	0.706541	2
370	0	1.41308	0.706541	1.41308	2
371	0	1.41308	1.41308	-1.41308	1
372	0	1.41308	1.41308	-0.706541	1
373	0	1.41308	1.41308	0	0
374	0	1.41308	1.41308	0.706541	2
375	0	1.41308	1.41308	1.41308	2
376	0.706541	-1.41308	-1.41308	-1.41308	1
377	0.706541	-1.41308	-1.41308	-0.706541	1
378	0.706541	-1.41308	-1.41308	0	1
379	0.706541	-1.41308	-1.41308	0.706541	0
380	0.706541	-1.41308	-1.41308	1.41308	2
381	0.706541	-1.41308	-0.706541	-1.41308	1
382	0.706541	-1.41308	-0.706541	-0.706541	0
383	0.706541	-1.41308	-0.706541	0	2
384	0.706541	-1.41308	-0.706541	0.706541	2
385	0.706541	-1.41308	-0.706541	1.41308	2
386	0.706541	-1.41308	0	-1.41308	1
387	0.706541	-1.41308	0	-0.706541	2
388	0.706541	-1.41308	0	0	2
389	0.706541	-1.41308	0	0.706541	2
390	0.706541	-1.41308	0	1.41308	2
391	0.706541	-1.41308	0.706541	-1.41308	0
392	0.706541	-1.41308	0.706541	-0.706541	2
393	0.706541	-1.41308	0.706541	0	2
394	0.706541	-1.41308	0.706541	0.706541	2
395	0.706541	-1.41308	0.706541	1.41308	2
396	0.706541	-1.41308	1.41308	-1.41308	2
397	0.706541	-1.41308	1.41308	-0.706541	2
398	0.706541	-1.41308	1.41308	0	2
399	0.706541	-1.41308	1.41308	0.706541	2
400	0.706541	-1.41308	1.41308	1.41308	2
401	0.706541	-0.706541	-1.41308	-1.41308	1
402	0.706541	-0.706541	-1.41308	-0.706541	1
403	0.706541	-0.706541	-1.41308	0	1
404	0.706541	-0.706541	-1.41308	0.706541	1
405	0.706541	-0.706541	-1.41308	1.41308	1
406	0.706541	-0.706541	-0.706541	-1.41308	1
407	0.706541	-0.706541	-0.706541	-0.706541	1
408	0.706541	-0.706541	-0.706541	0	1
409	0.706541	-0.706541	-0.706541	0.706541	0
410	0.706541	-0.706541	-0.706541	1.41308	2
411	0.706541	-0.706541	0	-1.41308	1
412	0.706541	-0.706541	0	-0.706541	1
413	0.706541	-0.706541	0	0	2
414	0.706541	-0.706541	0	0.706541	2
415	0.706541	-0.706541	0	1.41308	2
416	0.706541	-0.706541	0.706541	-1.41308	1
417	0.706541	-0.706541	0.706541	-0.706541	0
418	0.706541	-0.706541	0.706541	0	2
419	0.706541	-0.706541	0.706541	0.706541	2
420	0.706541	-0.706541	0.706541	1.41308	2
421	0.706541	-0.706541	1.41308	-1.41308	1
422	0.706541	-0.706541	1.41308	-0.706541	2
423	0.706541	-0.706541	1.41308	0	2
424	0.706541	-0.706541	1.41308	0.706541	2
425	0.706541	-0.706541	1.41308	1.41308	2
426	0.706541	0	-1.41308	-1.41308	1
427	0.706541	0	-1.41308	-0.706541	1
428	0.706541	0	-1.41308	0	1
429	0.706541	0	-1.41308	0.706541	1
430	0.706541	0	-1.41308	1.41308	1
431	0.706541	0	-0.706541	-1.41308	1
432	0.706541	0	-0.706541	-0.706541	1
433	0.706541	0	-0.706541	0	1
434	0.706541	0	-0.706541	0.706541	1
435	0.706541	0	-0.706541	1.41308	1
436	0.706541	0	0	-1.41308	1
437	0.706541	0	0	-0.706541	1
438	0.706541	0	0	0	1
439	0.706541	0	0	0.706541	0
440	0.706541	0	0	1.41308	2
441	0.706541	0	0.706541	-1.41308	1
442	0.706541	0	0.706541	-0.706541	1
443	0.706541	0	0.706541	0	0
444	0.706541	0	0.706541	0.706541	2
445	0.706541	0	0.706541	1.41308	2
446	0.706541	0	1.41308	-1.41308	1
447	0.706541	0	1.41308	-0.706541	1
448	0.706541	0	1.41308	0	2
449	0.706541	0	1.41308	0.706541	2
450	0.706541	0	1.41308	1.41308	2
451	0.706541	0.706541	-1.41308	-1.41308	1
452	0.706541	0.706541	-1.41308	-0.706541	1
453	0.706541	0.706541	-1.41308	0	1
454	0.706541	0.706541	-1.41308	0.706541	1
455	0.706541	0.706541	-1.41308	1.41308	1
456	0.706541	0.706541	-0.706541	-1.41308	1
457	0.706541	0.706541	-0.706541	-0.706541	1
458	0.706541	0.706541	-0.706541	0	1
459	0.706541	0.706541	-0.706541	0.706541	1
460	0.706541	0.706541	-0.706541	1.41308	1
461	0.706541	0.706541	0	-1.41308	1
462	0.706541	0.706541	0	-0.706541	1
463	0.706541	0.706541	0	0	1
464	0.706541	0.706541	0	0.706541	1
465	0.706541	0.706541	0	1.41308	1
466	0.706541	0.706541	0.706541	-1.41308	1
467	0.706541	0.706541	0.706541	-0.706541	1
468	0.706541	0.706541	0.706541	0	1
469	0.706541	0.706541	0.706541	0.706541	0
470	0.706541	0.706541	0.706541	1.41308	2
471	0.706541	0.706541	1.41308	-1.41308	1
472	0.706541	0.706541	1.41308	-0.706541	1
473	0.706541	0.706541	1.41308	0	1
474	0.706541	0.706541	1.41308	0.706541	2
475	0.706541	0.706541	1.41308	1.41308	2
476	0.706541	1.41308	-1.41308	-1.41308	1
477	0.706541	1.41308	-1.41308	-0.706541	1
478	0.706541	1.41308	-1.41308	0	1
479	0.706541	1.41308	-1.41308	0.706541	1
480	0.706541	1.41308	-1.41308	1.41308	1
481	0.706541	1.41308	-0.706541	-1.41308	1
482	0.706541	1.41308	-0.706541	-0.706541	1
483	0.706541	1.41308	-0.706541	0	1
484	0.706541	1.41308	-0.706541	0.706541	1
485	0.706541	1.41308	-0.706541	1.41308	1
486	0.706541	1.41308	0	-1.41308	1
487	0.706541	1.41308	0	-0.706541	1
488	0.706541	1.41308	0	0	1
489	0.706541	1.41308	0	0.706541	1
490	0.706541	1.41308	0	1.41308	1
491	0.706541	1.41308	0.706541	-1.41308	1
492	0.706541	1.41308	0.706541	-0.706541	1
493	0.706541	1.41308	0.706541	0	1
494	0.706541	1.41308	0.706541	0.706541	1
495	0.706541	1.41308	0.706541	1.41308	0
496	0.706541	1.41308	1.41308	-1.41308	1
497	0.706541	1.41308	1.41308	-0.706541	1
498	0.706541	1.41308	1.41308	0	1
499	0.706541	1.41308	1.41308	0.706541	0
500	0.706541	1.41308	1.41308	1.41308	2
501	1.41308	-1.41308	-1.41308	-1.41308	1
502	1.41308	-1.41308	-1.41308	-0.706541	1
503	1.41308	-1.41308	-1.41308	0	1
504	1.41308	-1.41308	-1.41308	0.706541	1
505	1.41308	-1.41308	-1.41308	1.41308	0
506	1.41308	-1.41308	-0.706541	-1.41308	1
507	1.41308	-1.41308	-0.706541	-0.706541	1
508	1.41308	-1.41308	-0.706541	0	2
509	1.41308	-1.41308	-0.706541	0.706541	2
510	1.41308	-1.41308	-0.706541	1.41308	2
511	1.41308	-1.41308	0	-1.41308	1
512	1.41308	-1.41308	0	-0.706541	2
513	1.41308	-1.41308	0	0	2
514	1.41308	-1.41308	0	0.706541	2
515	1.41308	-1.41308	0	1.41308	2
516	1.41308	-1.41308	0.706541	-1.41308	1
517	1.41308	-1.41308	0.706541	-0.706541	2
518	1.41308	-1.41308	0.706541	0	2
519	1.41308	-1.41308	0.706541	0.706541	2
520	1.41308	-1.41308	0.706541	1.41308	2
521	1.41308	-1.41308	1.41308	-1.41308	0
522	1.41308	-1.41308	1.41308	-0.706541	2
523	1.41308	-1.41308	1.41308	0	2
524	1.41308	-1.41308	1.41308	0.706541	2
525	1.41308	-1.41308	1.41308	1.41308	2
526	1.41308	-0.706541	-1.41308	-1.41308	1
527	1.41308	-0.706541	-1.41308	-0.706541	1
528	1.41308	-0.706541	-1.41308	0	1
529	1.41308	-0.706541	-1.41308	0.706541	1
530	1.41308	-0.706541	-1.41308	1.41308	1
531	1.41308	-0.706541	-0.706541	-1.41308	1
532	1.41308	-0.706541	-0.706541	-0.706541	1
533	1.41308	-0.706541	-0.706541	0	1
534	1.41308	-0.706541	-0.706541	0.706541	1
535	1.41308	-0.706541	-0.706541	1.41308	0
536	1.41308	-0.706541	0	-1.41308	1
537	1.41308	-0.706541	0	-0.706541	1
538	1.41308	-0.706541	0	0	1
539	1.41308	-0.706541	0	0.706541	2
540	1.41308	-0.706541	0	1.41308	2
541	1.41308	-0.706541	0.706541	-1.41308	1
542	1.41308	-0.706541	0.706541	-0.706541	1
543	1.41308	-0.706541	0.706541	0	2
544	1.41308	-0.706541	0.706541	0.706541	2
545	1.41308	-0.706541	0.706541	1.41308	2
546	1.41308	-0.706541	1.41308	-1.41308	1
547	1.41308	-0.706541	1.41308	-0.706541	0
548	1.41308	-0.706541	1.41308	0	2
549	1.41308	-0.706541	1.41308	0.706541	2
550	1.41308	-0.706541	1.41308	1.41308	2
551	1.41308	0	-1.41308	-1.41308	1
552	1.41308	0	-1.41308	-0.706541	1
553	1.41308	0	-1.41308	0	1
554	1.41308	0	-1.41308	0.706541	1
555	1.41308	0	-1.41308	1.41308	1
556	1.41308	0	-0.706541	-1.41308	1
557	1.41308	0	-0.706541	-0.706541	1
558	1.41308	0	-0.706541	0	1
559	1.41308	0	-0.706541	0.706541	1
560	1.41308	0	-0.706541	1.41308	1
561	1.41308	0	0	-1.41308	1
562	1.41308	0	0	-0.706541	1
563	1.41308	0	0	0	1
564	1.41308	0	0	0.706541	1
565	1.41308	0	0	1.41308	0
566	1.41308	0	0.706541	-1.41308	1
567	1.41308	0	0.706541	-0.706541	1
568	1.41308	0	0.706541	0	1
569	1.41308	0	0.706541	0.706541	2
570	1.41308	0	0.706541	1.41308	2
571	1.41308	0	1.41308	-1.41308	1
572	1.41308	0	1.41308	-0.706541	1
573	1.41308	0	1.41308	0	0
574	1.41308	0	1.41308	0.706541	2
575	1.41308	0	1.41308	1.41308	2
576	1.41308	0.706541	-1.41308	-1.41308	1
577	1.41308	0.706541	-1.41308	-0.706541	1
578	1.41308	0.706541	-1.41308	0	1
579	1.41308	0.706541	-1.41308	0.706541	1
580	1.41308	0.706541	-1.41308	1.41308	1
581	1.41308	0.706541	-0.706541	-1.41308	1
582	1.41308	0.706541	-0.706541	-0.706541	1
583	1.41308	0.706541	-0.706541	0	1
584	1.41308	0.706541	-0.706541	0.706541	1
585	1.41308	0.706541	-0.706541	1.41308	1
586	1.41308	0.706541	0	-1.41308	1
587	1.41308	0.706541	0	-0.706541	1
588	1.41308	0.706541	0	0	1
589	1.41308	0.706541	0	0.706541	1
590	1.41308	0.706541	0	1.41308	1
591	1.41308	0.706541	0.706541	-1.41308	1
592	1.41308	0.706541	0.706541	-0.706541	1
593	1.41308	0.706541	0.706541	0	1
594	1.41308	0.706541	0.706541	0.706541	1
595	1.41308	0.706541	0.706541	1.41308	0
596	1.41308	0.706541	1.41308	-1.41308	1
597	1.41308	0.706541	1.41308	-0.706541	1
598	1.41308	0.706541	1.41308	0	1
599	1.41308	0.706541	1.41308	0.706541	0
600	1.41308	0.706541	1.41308	1.41308	2
601	1.41308	1.41308	-1.41308	-1.41308	1
602	1.41308	1.41308	-1.41308	-0.706541	1
