	f1	f2	f3	f4	f5	f6	f7	f8	clase
31	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.7593	-1.81339	0
32	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.7593	-1.81339	0
33	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.7593	-1.81339	0
34	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.7593	-1.81339	0
35	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.7593	-1.81339	0
36	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.7593	-1.81339	0
37	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.7593	-1.81339	0
38	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.7593	-1.81339	0
39	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.7593	-1.81339	0
40	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.7593	-1.81339	0
41	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.7593	-1.81339	0
42	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.7593	-1.81339	0
43	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.7593	-1.81339	0
44	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.7593	-1.81339	0
45	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.7593	-1.81339	0
46	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.7593	-1.81339	0
47	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.7593	-1.81339	0
48	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.7593	-1.81339	0
49	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	-1.00867	-1.16863	1
50	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	-1.00867	-1.16863	1
51	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	-1.00867	-1.16863	1
52	2.04045	-1.78471	-0.561586	-1.46912	0.999349	1.34077	-1.00867	-1.16863	1
53	1.28414	-1.22844	0	-1.1979	0.999349	-1.34077	-1.00867	-1.16863	2
54	1.28414	-1.22844	0	-1.1979	0.999349	-0.446922	-1.00867	-1.16863	2
55	1.28414	-1.22844	0	-1.1979	0.999349	0.446922	-1.00867	-1.16863	2
56	1.28414	-1.22844	0	-1.1979	0.999349	1.34077	-1.00867	-1.16863	1
57	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-1.34077	-1.00867	-1.16863	1
58	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.00867	-1.16863	1
59	0.90599	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.00867	-1.16863	1
60	0.90599	-0.950301	-0.561586	-0.655453	0.999349	1.34077	-1.00867	-1.16863	1
61	0.527838	-0.672164	0	-0.655453	0.999349	-1.34077	-1.00867	-1.16863	1
62	0.527838	-0.672164	0	-0.655453	0.999349	-0.446922	-1.00867	-1.16863	1
63	0.527838	-0.672164	0	-0.655453	0.999349	0.446922	-1.00867	-1.16863	1
64	0.527838	-0.672164	0	-0.655453	0.999349	1.34077	-1.00867	-1.16863	1
65	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.34077	-1.00867	-1.16863	2
66	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.00867	-1.16863	2
67	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.00867	-1.16863	2
68	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.34077	-1.00867	-1.16863	2
69	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-1.34077	-1.00867	-1.16863	2
70	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-0.446922	-1.00867	-1.16863	2
71	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	0.446922	-1.00867	-1.16863	2
72	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	1.34077	-1.00867	-1.16863	2
73	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
74	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
75	-0.228467	0.162247	-1.68476	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
76	-0.228467	0.162247	-1.68476	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
77	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
78	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
79	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
80	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
81	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
82	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
83	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
84	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
85	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
86	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
87	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
88	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
89	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
90	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
91	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
92	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
93	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.00867	-1.16863	0
94	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.00867	-1.16863	0
95	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.00867	-1.16863	0
96	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.00867	-1.16863	0
97	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	-1.00867	-0.523869	1
98	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	-1.00867	-0.523869	1
99	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	-1.00867	-0.523869	1
100	2.04045	-1.78471	-0.561586	-1.46912	0.999349	1.34077	-1.00867	-0.523869	1
101	1.28414	-1.22844	0	-1.1979	0.999349	-1.34077	-1.00867	-0.523869	2
102	1.28414	-1.22844	0	-1.1979	0.999349	-0.446922	-1.00867	-0.523869	2
103	1.28414	-1.22844	0	-1.1979	0.999349	0.446922	-1.00867	-0.523869	2
104	1.28414	-1.22844	0	-1.1979	0.999349	1.34077	-1.00867	-0.523869	1
105	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-1.34077	-1.00867	-0.523869	1
106	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.00867	-0.523869	1
107	0.90599	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.00867	-0.523869	1
108	0.90599	-0.950301	-0.561586	-0.655453	0.999349	1.34077	-1.00867	-0.523869	1
109	0.527838	-0.672164	0	-0.655453	0.999349	-1.34077	-1.00867	-0.523869	1
110	0.527838	-0.672164	0	-0.655453	0.999349	-0.446922	-1.00867	-0.523869	1
111	0.527838	-0.672164	0	-0.655453	0.999349	0.446922	-1.00867	-0.523869	1
112	0.527838	-0.672164	0	-0.655453	0.999349	1.34077	-1.00867	-0.523869	1
113	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.34077	-1.00867	-0.523869	2
114	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.00867	-0.523869	2
115	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.00867	-0.523869	2
116	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.34077	-1.00867	-0.523869	2
117	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-1.34077	-1.00867	-0.523869	2
118	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-0.446922	-1.00867	-0.523869	2
119	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	0.446922	-1.00867	-0.523869	2
120	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	1.34077	-1.00867	-0.523869	2
121	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
122	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
123	-0.228467	0.162247	-1.68476	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
124	-0.228467	0.162247	-1.68476	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
125	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
126	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
127	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
128	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
129	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
130	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
131	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
132	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
133	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
134	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
135	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
136	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
137	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
138	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
139	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
140	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
141	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.00867	-0.523869	0
142	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.00867	-0.523869	0
143	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.00867	-0.523869	0
144	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.00867	-0.523869	0
145	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	-1.00867	0.120893	1
146	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	-1.00867	0.120893	1
147	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	-1.00867	0.120893	1
148	2.04045	-1.78471	-0.561586	-1.46912	0.999349	1.34077	-1.00867	0.120893	1
149	1.28414	-1.22844	0	-1.1979	0.999349	-1.34077	-1.00867	0.120893	1
150	1.28414	-1.22844	0	-1.1979	0.999349	-0.446922	-1.00867	0.120893	2
151	1.28414	-1.22844	0	-1.1979	0.999349	0.446922	-1.00867	0.120893	2
152	1.28414	-1.22844	0	-1.1979	0.999349	1.34077	-1.00867	0.120893	2
153	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-1.34077	-1.00867	0.120893	1
154	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.00867	0.120893	1
155	0.90599	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.00867	0.120893	1
156	0.90599	-0.950301	-0.561586	-0.655453	0.999349	1.34077	-1.00867	0.120893	1
157	0.527838	-0.672164	0	-0.655453	0.999349	-1.34077	-1.00867	0.120893	1
158	0.527838	-0.672164	0	-0.655453	0.999349	-0.446922	-1.00867	0.120893	1
159	0.527838	-0.672164	0	-0.655453	0.999349	0.446922	-1.00867	0.120893	1
160	0.527838	-0.672164	0	-0.655453	0.999349	1.34077	-1.00867	0.120893	1
161	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.34077	-1.00867	0.120893	2
162	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.00867	0.120893	2
163	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.00867	0.120893	2
164	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.34077	-1.00867	0.120893	2
165	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-1.34077	-1.00867	0.120893	2
166	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-0.446922	-1.00867	0.120893	2
167	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	0.446922	-1.00867	0.120893	2
168	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	1.34077	-1.00867	0.120893	2
169	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
170	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
171	-0.228467	0.162247	-1.68476	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
172	-0.228467	0.162247	-1.68476	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
173	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
174	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
175	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
176	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
177	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
178	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
179	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
180	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
181	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
182	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
183	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
184	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
185	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
186	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
187	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
188	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
189	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.00867	0.120893	0
190	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.00867	0.120893	0
191	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.00867	0.120893	0
192	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.00867	0.120893	0
193	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	-1.00867	0.765655	1
194	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	-1.00867	0.765655	1
195	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	-1.00867	0.765655	1
196	2.04045	-1.78471	-0.561586	-1.46912	0.999349	1.34077	-1.00867	0.765655	1
197	1.28414	-1.22844	0	-1.1979	0.999349	-1.34077	-1.00867	0.765655	2
198	1.28414	-1.22844	0	-1.1979	0.999349	-0.446922	-1.00867	0.765655	1
199	1.28414	-1.22844	0	-1.1979	0.999349	0.446922	-1.00867	0.765655	2
200	1.28414	-1.22844	0	-1.1979	0.999349	1.34077	-1.00867	0.765655	2
201	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-1.34077	-1.00867	0.765655	1
202	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.00867	0.765655	1
203	0.90599	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.00867	0.765655	1
204	0.90599	-0.950301	-0.561586	-0.655453	0.999349	1.34077	-1.00867	0.765655	1
205	0.527838	-0.672164	0	-0.655453	0.999349	-1.34077	-1.00867	0.765655	1
206	0.527838	-0.672164	0	-0.655453	0.999349	-0.446922	-1.00867	0.765655	1
207	0.527838	-0.672164	0	-0.655453	0.999349	0.446922	-1.00867	0.765655	1
208	0.527838	-0.672164	0	-0.655453	0.999349	1.34077	-1.00867	0.765655	1
209	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.34077	-1.00867	0.765655	2
210	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.00867	0.765655	2
211	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.00867	0.765655	2
212	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.34077	-1.00867	0.765655	2
213	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-1.34077	-1.00867	0.765655	2
214	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-0.446922	-1.00867	0.765655	2
215	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	0.446922	-1.00867	0.765655	2
216	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	1.34077	-1.00867	0.765655	2
217	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
218	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
219	-0.228467	0.162247	-1.68476	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
220	-0.228467	0.162247	-1.68476	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
221	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
222	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
223	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
224	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
225	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
226	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
227	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
228	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
229	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
230	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
231	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
232	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
233	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
234	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
235	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
236	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
237	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.00867	0.765655	0
238	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.00867	0.765655	0
239	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.00867	0.765655	0
240	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.00867	0.765655	0
241	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	-1.00867	1.41042	1
242	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	-1.00867	1.41042	1
243	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	-1.00867	1.41042	1
244	2.04045	-1.78471	-0.561586	-1.46912	0.999349	1.34077	-1.00867	1.41042	1
245	1.28414	-1.22844	0	-1.1979	0.999349	-1.34077	-1.00867	1.41042	2
246	1.28414	-1.22844	0	-1.1979	0.999349	-0.446922	-1.00867	1.41042	2
247	1.28414	-1.22844	0	-1.1979	0.999349	0.446922	-1.00867	1.41042	1
248	1.28414	-1.22844	0	-1.1979	0.999349	1.34077	-1.00867	1.41042	2
249	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-1.34077	-1.00867	1.41042	1
250	0.90599	-0.950301	-0.561586	-0.655453	0.999349	-0.446922	-1.00867	1.41042	1
251	0.90599	-0.950301	-0.561586	-0.655453	0.999349	0.446922	-1.00867	1.41042	1
252	0.90599	-0.950301	-0.561586	-0.655453	0.999349	1.34077	-1.00867	1.41042	1
253	0.527838	-0.672164	0	-0.655453	0.999349	-1.34077	-1.00867	1.41042	1
254	0.527838	-0.672164	0	-0.655453	0.999349	-0.446922	-1.00867	1.41042	1
255	0.527838	-0.672164	0	-0.655453	0.999349	0.446922	-1.00867	1.41042	1
256	0.527838	-0.672164	0	-0.655453	0.999349	1.34077	-1.00867	1.41042	1
257	0.244223	-0.394027	0.561586	-0.655453	0.999349	-1.34077	-1.00867	1.41042	2
258	0.244223	-0.394027	0.561586	-0.655453	0.999349	-0.446922	-1.00867	1.41042	2
259	0.244223	-0.394027	0.561586	-0.655453	0.999349	0.446922	-1.00867	1.41042	2
260	0.244223	-0.394027	0.561586	-0.655453	0.999349	1.34077	-1.00867	1.41042	2
261	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-1.34077	-1.00867	1.41042	2
262	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	-0.446922	-1.00867	1.41042	2
263	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	0.446922	-1.00867	1.41042	2
264	-0.0393909	-0.11589	2.24634	-1.1979	0.999349	1.34077	-1.00867	1.41042	2
265	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
266	-0.228467	0.162247	-1.68476	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
267	-0.228467	0.162247	-1.68476	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
268	-0.228467	0.162247	-1.68476	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
269	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
270	-0.512081	0.440383	-1.12317	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
271	-0.512081	0.440383	-1.12317	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
272	-0.512081	0.440383	-1.12317	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
273	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
274	-0.701157	0.71852	-0.561586	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
275	-0.701157	0.71852	-0.561586	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
276	-0.701157	0.71852	-0.561586	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
277	-0.984772	0.996657	0	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
278	-0.984772	0.996657	0	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
279	-0.984772	0.996657	0	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
280	-0.984772	0.996657	0	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
281	-1.17385	1.27479	0.561586	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
282	-1.17385	1.27479	0.561586	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
283	-1.17385	1.27479	0.561586	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
284	-1.17385	1.27479	0.561586	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
285	-1.36292	1.55293	1.12317	0.971879	-0.999349	-1.34077	-1.00867	1.41042	0
286	-1.36292	1.55293	1.12317	0.971879	-0.999349	-0.446922	-1.00867	1.41042	0
287	-1.36292	1.55293	1.12317	0.971879	-0.999349	0.446922	-1.00867	1.41042	0
288	-1.36292	1.55293	1.12317	0.971879	-0.999349	1.34077	-1.00867	1.41042	0
289	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-1.34077	0.117287	-1.16863	1
290	2.04045	-1.78471	-0.561586	-1.46912	0.999349	-0.446922	0.117287	-1.16863	1
291	2.04045	-1.78471	-0.561586	-1.46912	0.999349	0.446922	0.117287	-1.16863	2
