	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	clase
78	-0.932481	-0.787975	-1.27373	-0.864625	0.0388104	-0.340644	-0.566679	0.520535	-0.610593	-1.03329	-0.752522	-0.622048	-0.0523347	1.27392	-0.889946	-1.0748	-1.44917	-1.42932	2
79	1.25345	1.15696	0.755243	1.16691	0.545894	-0.775311	1.17795	-1.27168	1.31832	0.895666	1.22233	1.27956	1.3303	0.472531	0.939935	-0.962833	0.659865	-0.622733	0
80	-0.568159	-0.139663	-0.893296	-1.67127	-1.48244	-0.340644	-0.566679	0.520535	-0.610593	-0.0688097	-0.561407	-0.633367	0.43927	2.07531	-0.0766656	-0.850866	-1.61141	-1.83261	0
81	-0.81104	0.184493	-0.70308	-0.29699	0.545894	-0.557978	-0.5366	0.39252	-0.610593	-0.137701	-0.433998	-0.548474	0.43927	0.0718348	-0.889946	-1.4107	-0.47577	-0.757164	0
82	0.646248	0.994884	0.628433	1.01753	0.419123	-0.775311	1.20802	-1.27168	1.31832	0.757884	1.38159	1.30786	1.2074	0.739661	-0.279986	-0.179067	0.335398	-0.891594	0
83	0.0390448	-1.43629	-0.893296	-1.25301	-0.975356	-0.340644	-1.25851	1.41664	-0.996375	-1.10218	-1.07105	-1.12009	-1.80368	-0.863122	-1.09327	-1.18677	0.984333	0.0494182	3
84	-1.78257	-0.787975	-0.132432	-1.07375	-0.848585	-0.340644	-0.656919	0.776566	-0.610593	-0.895504	-0.529555	-0.72958	-0.943368	0.472531	0.329975	1.9483	-1.28694	-0.353873	1
85	-0.568159	-0.787975	-0.386053	0.569401	1.8136	-0.340644	-0.566679	0.39252	-0.610593	-0.826612	-0.46585	-0.554134	-0.820467	-0.0617305	-0.686626	-0.514967	0.659865	0.183849	0
86	1.9821	2.12943	1.51611	0.330397	-1.35567	-0.557978	2.77217	-1.91176	2.86144	1.58458	2.8468	3.15853	2.52859	1.40749	0.533295	0.044866	-1.28694	-1.83261	0
87	-0.568159	-0.625897	0.12119	-0.83475	-0.468273	0.0940239	-0.596759	0.520535	-0.610593	-0.206592	-0.529555	-0.622048	-0.390313	-0.0617305	-0.483306	0.604699	-0.151303	0.58714	3
88	-0.932481	-1.27421	-1.40054	-1.61151	-0.975356	-0.775311	-1.49915	1.9287	-1.38216	-1.10218	-1.51698	-1.30685	-1.40425	-0.0617305	-0.889946	-0.514967	-0.47577	-0.757164	3
89	-0.325277	-0.463819	0.12119	1.19679	1.68683	-0.557978	0.064995	-0.375572	-0.224811	-0.68883	0.0119352	0.034459	-0.421038	-0.462426	-0.686626	-0.0671005	1.14657	0.72157	0
90	-1.66112	-1.27421	-1.59076	-1.58164	-0.848585	-0.557978	-1.31867	1.67267	-0.996375	-1.58442	-1.48513	-1.19366	-1.31207	1.14036	0.329975	-0.850866	-1.77364	-1.56375	1
91	1.25345	1.6432	1.57951	1.58517	0.799435	0.528691	1.47874	-1.27168	1.31832	1.72236	1.38159	1.48896	1.66828	-0.195296	-0.686626	-0.291034	-0.151303	0.452709	2
92	0.0390448	-1.11213	0.12119	-0.326865	-0.848585	0.0940239	0.00483551	-0.247557	-0.224811	-1.23996	0.234902	-0.0560937	-0.60539	-0.462426	0.533295	0.268799	0.173164	-0.0850121	1
93	1.25345	1.15696	1.13568	0.659028	-0.341502	0.0940239	0.847068	-1.01565	0.932534	0.688993	0.935654	0.809817	1.82191	-0.328861	0.736615	-0.291034	0.335398	0.318279	2
94	0.0390448	0.508649	0.311406	-0.207363	0.292352	0.311358	-0.356121	0.264505	-0.224811	0.895666	-0.306588	-0.435283	0.347094	0.338965	-0.483306	0.268799	-0.800238	-0.0850121	3
95	-1.17536	0.0224151	-1.02011	-0.446368	0.419123	-0.557978	-0.717078	0.648551	-0.610593	-0.275483	-0.656965	-0.72392	0.0705665	0.0718348	-0.889946	-1.0748	-0.800238	-1.02602	0
96	0.403367	0.832805	1.64292	1.25654	0.419123	0.311358	1.35842	-1.27168	1.31832	0.551211	1.38159	1.37577	1.3303	-0.0617305	0.126654	1.83633	-0.151303	0.183849	1
97	-0.568159	-0.463819	-0.132432	-0.535994	0.0388104	-0.557978	-0.747158	0.648551	-0.610593	-0.619939	-0.720669	-0.746558	-0.144511	0.2054	2.15986	0.044866	-0.638004	-0.891594	2
98	-0.932481	-0.301741	-0.893296	-0.506119	0.0388104	-0.340644	-0.566679	0.39252	-0.610593	-0.413265	-0.306588	-0.582432	-0.328862	0.338965	-0.483306	-0.403	-0.151303	-0.488303	0
99	0.160485	0.184493	1.4527	1.49554	0.799435	0.0940239	0.967387	-1.01565	0.932534	8.14316e-05	1.09492	0.917348	0.807973	-0.462426	-0.279986	2.84403	0.335398	0.856	1
100	-0.81104	-0.139663	-1.08351	-1.34263	-0.721814	-0.557978	-0.596759	0.648551	-0.610593	-0.275483	-0.59326	-0.672984	-0.113785	1.94175	-0.483306	-0.0671005	-1.61141	-1.83261	0
101	-1.41824	0.0224151	-1.02011	2.48144	8.15214	9.43938	-0.626839	0.520535	-0.610593	-0.275483	1.54085	-0.644687	0.316369	6.21584	-1.09327	-1.29873	-1.28694	-1.42932	0
102	0.160485	-0.463819	0.184595	0.151143	0.545894	0.0940239	-0.47644	0.39252	-0.610593	-0.275483	-0.656965	-0.525836	-0.759016	-0.996688	0.939935	-0.850866	1.14657	1.12486	3
103	0.0390448	-0.463819	-0.893296	-0.56587	0.292352	-0.340644	-1.22843	1.41664	-0.996375	-0.344374	-1.1029	-1.09745	-0.482489	-0.462426	1.5499	-0.850866	0.497632	0.0494182	3
104	-0.203837	-1.11213	-1.40054	-1.16338	0.0388104	-0.775311	-1.64955	2.18474	-1.38216	-1.10218	-1.70809	-1.39175	-1.15844	-0.0617305	1.5499	-0.850866	0.173164	-0.219442	3
105	1.01057	0.0224151	0.0577843	0.868157	0.419123	-0.775311	0.756829	-1.01565	0.546752	-0.137701	1.15862	0.7702	-0.236686	0.873227	-1.29659	1.6124	0.659865	-0.622733	0
106	1.73921	1.31904	1.32589	0.987659	0.292352	0.311358	1.5389	-1.3997	1.7041	1.3779	1.12677	1.53424	1.2074	0.0718348	0.939935	-0.291034	-0.151303	0.452709	2
107	0.646248	0.184493	1.4527	1.19679	0.292352	0.528691	0.847068	-0.887634	0.932534	0.275646	0.74454	0.76454	-0.482489	-0.996688	-1.29659	2.2842	0.822099	1.25929	1
108	-1.05392	-0.950053	-0.322648	-0.535994	-0.341502	-0.12331	-0.566679	0.520535	-0.610593	-0.964395	-0.402146	-0.616389	-1.28135	0.0718348	-1.29659	0.380766	-0.800238	-0.353873	1
109	-1.66112	-0.139663	-0.893296	-1.014	-0.341502	-0.12331	-0.566679	0.520535	-0.610593	-0.206592	-0.59326	-0.627708	-0.0523347	1.00679	0.126654	-0.0671005	-1.44917	-1.42932	0
110	0.646248	0.508649	-0.195837	0.898032	0.799435	-0.557978	0.486111	-0.759619	0.546752	0.344537	0.426016	0.475904	-0.113785	0.2054	-0.279986	-0.514967	0.984333	-0.0850121	0
111	-0.568159	-0.787975	-0.322648	-0.29699	0.419123	0.0940239	-0.747158	0.648551	-0.610593	-0.482157	-0.656965	-0.712601	-0.974093	-0.328861	-1.29659	-0.850866	0.173164	0.58714	3
112	0.0390448	0.508649	0.0577843	-0.207363	0.292352	0.311358	-0.386201	0.264505	-0.610593	0.344537	-0.370293	-0.469241	0.377819	0.2054	-0.483306	0.156833	-0.638004	0.0494182	3
113	-2.02545	-1.11213	-0.449459	-0.745123	-0.341502	-0.557978	-0.656919	0.648551	-0.610593	-1.10218	-0.688817	-0.706942	-1.18917	1.00679	1.95654	0.828632	-1.28694	-1.16045	1
114	-0.689599	-1.59837	-2.03459	-1.43226	-0.468273	-0.775311	-1.64955	2.31275	-1.38216	-1.79109	-1.80365	-1.40307	-1.12772	0.2054	2.97314	-0.962833	-1.1247	-1.16045	1
115	-0.0823959	-0.301741	0.184595	-1.07375	-0.975356	0.311358	-0.416281	0.39252	-0.610593	0.344537	-0.46585	-0.503198	-0.298137	0.338965	1.14325	0.044866	-0.800238	0.0494182	3
116	0.160485	0.346571	0.374811	-0.207363	0.292352	0.528691	-0.295962	0.264505	-0.224811	0.620102	-0.402146	-0.390007	0.316369	-0.195296	1.14325	0.044866	0.0109306	0.318279	3
117	0.767689	0.0224151	1.13568	1.19679	0.419123	-0.12331	0.967387	-1.14366	0.932534	-0.0688097	1.34973	0.968284	0.43927	-0.0617305	-0.279986	-0.850866	0.0109306	-0.0850121	1
118	1.86065	1.31904	1.70632	1.55529	0.926206	0.746025	1.56898	-1.27168	1.7041	1.4468	1.19047	1.5399	1.14595	-0.0617305	1.34658	1.72436	-0.151303	0.72157	2
119	-1.05392	-0.301741	-1.14692	-1.22313	-0.721814	-0.12331	-0.566679	0.648551	-0.610593	-0.275483	-0.656965	-0.656006	-0.0523347	1.27392	0.533295	0.156833	-1.44917	-1.56375	0
120	-0.0823959	0.670727	-0.195837	0.330397	0.419123	-0.340644	0.125154	-0.503588	0.16097	0.688993	0.0119352	0.130671	0.592896	-0.328861	-0.279986	-0.291034	1.3088	0.856	0
121	-0.568159	-1.27421	-1.78097	-1.49201	-1.10213	-0.775311	-1.04796	1.16061	-0.996375	-1.44663	-1.19845	-0.984259	-0.881917	0.873227	1.95654	0.156833	-0.800238	-1.42932	2
122	-0.446718	0.508649	-0.259243	-0.804874	-0.341502	0.528691	-0.265882	0.264505	-0.224811	0.826775	-0.497703	-0.395666	0.316369	0.472531	0.736615	-0.179067	-0.962471	-0.488303	3
123	-0.203837	-0.787975	-0.00562104	-0.177488	0.165581	0.0940239	-0.686998	0.520535	-0.610593	-0.551048	-0.752522	-0.684303	-1.15844	-1.13025	0.533295	-1.4107	1.63327	1.39372	3
124	-0.446718	-1.43629	-1.59076	-1.16338	-0.595044	-0.557978	-1.43899	1.9287	-1.38216	-1.44663	-1.64439	-1.26724	-1.31207	-0.595992	3.17646	1.16453	0.173164	-0.0850121	2
125	-1.05392	0.0224151	-0.70308	-0.56587	0.165581	-0.12331	-0.777237	0.648551	-0.610593	-0.0688097	-0.561407	-0.752218	0.132017	-0.0617305	-0.889946	-1.0748	-0.313537	0.0494182	3
126	-0.446718	0.184493	-0.132432	-0.774999	0.0388104	0.528691	-0.295962	0.264505	-0.224811	0.551211	-0.625112	-0.418305	0.347094	0.2054	2.15986	-0.626933	-0.638004	-0.353873	3
127	-0.568159	-0.463819	-0.766486	-0.625621	0.0388104	-0.340644	-0.656919	0.520535	-0.610593	-0.344374	-0.402146	-0.661665	-0.66684	0.472531	-0.889946	-0.7389	-0.47577	-0.891594	0
128	-1.05392	-0.625897	-1.02011	-0.416492	0.419123	2.91936	-0.596759	0.520535	-0.610593	-0.619939	-0.497703	-0.622048	-0.60539	0.338965	-0.0766656	0.380766	-0.800238	-0.622733	0
129	0.403367	0.0224151	0.374811	0.121268	0.672665	0.311358	-0.356121	0.264505	-0.224811	0.620102	-0.497703	-0.423964	-0.543939	-0.729557	0.329975	-0.0671005	0.497632	0.58714	3
130	0.767689	0.508649	0.818649	1.19679	0.799435	-0.340644	0.907227	-1.14366	0.932534	0.137864	0.871949	0.934327	0.777248	0.0718348	0.126654	-0.179067	0.497632	-0.219442	0
131	0.767689	0.184493	1.3893	0.449899	-0.214731	0.0940239	0.847068	-0.887634	0.932534	-0.0688097	1.06306	0.781519	0.715797	0.0718348	1.34658	0.044866	0.0109306	0.183849	2
