	f1	f2	f3	clase
74	-1.00692	1.10281	0.0479484	0
75	0.0479484	2.15768	2.15768	2
76	2.15768	0.0479484	-1.00692	2
77	-1.00692	0.0479484	-1.00692	0
78	2.15768	-1.00692	0.0479484	2
79	0.0479484	-1.00692	-1.00692	0
80	-1.00692	0.0479484	-1.00692	0
81	0.0479484	2.15768	1.10281	2
82	-1.00692	0.0479484	0.0479484	1
83	-1.00692	1.10281	0.0479484	0
84	0.0479484	-1.00692	1.10281	0
85	2.15768	2.15768	-1.00692	2
86	1.10281	1.10281	0.0479484	1
87	0.0479484	-1.00692	1.10281	1
88	1.10281	0.0479484	-1.00692	1
89	-1.00692	-1.00692	1.10281	0
90	0.0479484	-1.00692	0.0479484	1
91	0.0479484	0.0479484	-1.00692	1
92	1.10281	0.0479484	1.10281	1
93	1.10281	0.0479484	-1.00692	1
94	0.0479484	-1.00692	0.0479484	1
95	-1.00692	-1.00692	0.0479484	0
96	0.0479484	0.0479484	-1.00692	1
97	0.0479484	-1.00692	-1.00692	0
98	-1.00692	0.0479484	-1.00692	0
99	-1.00692	2.15768	2.15768	2
100	1.10281	0.0479484	-1.00692	1
101	1.10281	0.0479484	-1.00692	1
102	-1.00692	1.10281	-1.00692	0
103	0.0479484	-1.00692	0.0479484	1
104	-1.00692	-1.00692	0.0479484	0
105	0.0479484	2.15768	-1.00692	2
106	0.0479484	0.0479484	-1.00692	1
107	1.10281	0.0479484	-1.00692	1
108	0.0479484	-1.00692	2.15768	2
109	2.15768	0.0479484	1.10281	2
110	0.0479484	-1.00692	-1.00692	0
111	0.0479484	-1.00692	-1.00692	0
112	0.0479484	1.10281	0.0479484	1
113	1.10281	0.0479484	-1.00692	0
114	-1.00692	0.0479484	-1.00692	0
115	-1.00692	-1.00692	0.0479484	0
116	1.10281	-1.00692	2.15768	2
117	1.10281	2.15768	-1.00692	2
118	0.0479484	1.10281	1.10281	1
119	1.10281	0.0479484	0.0479484	1
120	1.10281	2.15768	0.0479484	2
121	0.0479484	0.0479484	-1.00692	1
122	-1.00692	-1.00692	2.15768	2
123	-1.00692	0.0479484	0.0479484	1
124	0.0479484	0.0479484	2.15768	2
125	1.10281	-1.00692	1.10281	0
126	-1.00692	-1.00692	0.0479484	0
127	2.15768	-1.00692	1.10281	2
128	-1.00692	2.15768	1.10281	2
129	-1.00692	0.0479484	-1.00692	0
130	0.0479484	-1.00692	0.0479484	1
131	0.0479484	0.0479484	-1.00692	1
132	-1.00692	-1.00692	0.0479484	0
133	1	1	2	0
134	1	2	1	0
135	2	1	1	0
136	1	1	3	0
137	1	3	1	0
138	3	1	1	0
139	1	3	3	0
140	3	1	3	0
141	3	3	1	0
142	2	2	1	1
143	2	1	2	1
144	1	2	2	1
145	2	2	3	1
146	2	3	2	1
147	3	2	2	1
148	2	3	3	1
149	3	2	3	1
150	3	3	2	1
151	1	3	2	0
152	3	2	1	1
153	2	1	3	0
154	2	3	1	1
155	1	2	3	0
156	3	1	2	1
157	1	1	1	0
158	2	2	2	1
159	3	3	3	0
160	4	4	4	2
