	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	clase
21	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	-1.05542	-0.560115	0.86076	0.711868	0.512998	0.209262	2
22	1.5373	-1.11087	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	1.56982	-0.0995761	0.86076	0.711868	0.512998	0.73419	2
23	1.5373	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	0.257203	-0.560115	-0.426033	0.711868	0.512998	-0.315666	1
24	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	-0.0995761	-1.71282	-1.39526	-1.93615	-0.840594	1
25	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	2.99528	-1.76061	-0.701447	-1.11276	-1.05542	1.28204	0.86076	-1.39526	0.512998	2.8339	2
26	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	0.629943	-0.701447	0.0389078	0.257203	1.28204	0.86076	0.711868	0.512998	-0.315666	2
27	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	-1.05542	-0.560115	0.86076	0.711868	0.512998	0.73419	2
28	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	1.19058	1.56982	1.28204	0.86076	0.711868	0.512998	-0.840594	2
29	1.5373	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	0.257203	-1.02065	-0.426033	0.711868	0.512998	-0.840594	1
30	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	-1.05542	1.28204	-0.426033	0.711868	0.512998	-0.840594	2
31	1.5373	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	0.0389078	0.257203	0.821502	0.86076	0.711868	0.512998	0.209262	2
32	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	0.0389078	0.257203	1.28204	0.86076	0.711868	0.512998	0.209262	2
33	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	-1.11276	-1.05542	1.28204	-1.71282	0.711868	-1.93615	-0.840594	1
34	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-0.701447	-1.11276	0.257203	-1.02065	-1.71282	-1.39526	-1.93615	-0.840594	1
35	1.5373	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	0.257203	-0.560115	0.86076	0.711868	0.512998	-0.315666	1
36	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	1.28204	0.86076	-1.39526	0.512998	-0.315666	1
37	0.314072	-1.11087	-0.460081	-0.222058	1.75787	0.983238	3.70226	-1.53221	6.1845	-1.76061	-2.46101	1.19058	-1.05542	-0.0995761	0.86076	-1.39526	0.512998	0.73419	3
38	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	-1.05542	-0.560115	0.86076	0.711868	0.512998	1.78405	2
39	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	1.05811	-1.11276	0.257203	-0.560115	0.86076	0.711868	0.512998	-0.315666	2
40	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	-2.36804	0.821502	-1.71282	0.711868	0.512998	-0.315666	2
41	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-1.02065	0.86076	-1.39526	0.512998	-0.840594	2
42	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	3.70226	0.648242	-0.193939	1.82522	-0.701447	-1.11276	-1.05542	-0.560115	0.86076	0.711868	0.512998	1.78405	2
43	0.314072	0.894114	2.15884	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	0.629943	-0.701447	0.0389078	0.257203	-0.560115	0.86076	-1.39526	0.512998	-0.315666	1
44	1.5373	0.894114	-0.460081	-0.222058	1.75787	-1.01018	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	-1.48119	-0.426033	0.711868	0.512998	0.209262	1
45	0.314072	0.894114	2.15884	4.47289	1.75787	0.983238	3.70226	-1.53221	2.99528	-0.565333	-0.701447	1.19058	-1.05542	-0.560115	0.86076	0.711868	0.512998	2.30897	3
46	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	1.28204	-0.426033	0.711868	0.512998	-0.840594	2
47	0.314072	0.894114	2.15884	-0.222058	1.75787	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	1.28204	0.86076	-1.39526	0.512998	-0.840594	1
48	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	2.99528	-1.76061	1.05811	1.19058	-1.05542	1.28204	-1.71282	0.711868	0.512998	-0.840594	1
49	0.314072	0.894114	2.15884	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	-0.426033	-1.39526	0.512998	-0.315666	1
50	-0.909156	0.894114	2.15884	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	0.257203	1.28204	-0.426033	0.711868	0.512998	-0.315666	1
51	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-2.46101	-1.11276	-1.05542	-1.02065	-1.71282	0.711868	0.512998	-0.840594	1
52	0.314072	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	1.56982	1.28204	0.86076	-1.39526	0.512998	0.209262	2
53	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	3.70226	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	0.257203	-0.0995761	-0.426033	-1.39526	0.512998	-0.840594	1
54	-0.909156	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	0.629943	1.05811	1.19058	0.257203	-0.560115	0.86076	-1.39526	-1.93615	-0.840594	1
55	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-0.560115	-0.426033	-1.39526	0.512998	-0.840594	1
56	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-1.02065	0.86076	0.711868	-1.93615	-0.840594	2
57	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	0.73419	2
58	1.5373	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	-0.565333	1.05811	-1.11276	0.257203	-1.48119	0.86076	0.711868	0.512998	0.73419	1
59	1.5373	0.894114	2.15884	4.47289	1.75787	0.983238	3.70226	0.648242	-0.193939	1.82522	1.05811	1.19058	1.56982	0.821502	0.86076	0.711868	0.512998	2.8339	2
60	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	1.28204	0.86076	0.711868	0.512998	-0.315666	1
61	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	-0.701447	-1.11276	1.56982	0.821502	0.86076	0.711868	0.512998	2.30897	2
62	0.314072	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	0.257203	-0.560115	-1.71282	0.711868	0.512998	-0.840594	1
63	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	-0.701447	1.19058	1.56982	-1.48119	0.86076	0.711868	0.512998	0.209262	2
64	1.5373	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	-1.11276	0.257203	-1.48119	-0.426033	-1.39526	-1.93615	-0.840594	1
65	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-0.0995761	-0.426033	0.711868	0.512998	-0.840594	1
66	1.5373	-1.11087	-0.460081	-0.222058	1.75787	-1.01018	3.70226	0.648242	-0.193939	0.629943	-0.701447	0.0389078	1.56982	-0.0995761	0.86076	0.711868	0.512998	2.30897	2
67	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	1.56982	-0.0995761	0.86076	0.711868	0.512998	1.25912	2
68	0.314072	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	0.629943	1.05811	1.19058	0.257203	-0.560115	-0.426033	0.711868	0.512998	0.209262	1
69	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	-1.11276	0.257203	-1.02065	-0.426033	0.711868	-1.93615	-0.840594	2
70	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	-1.05542	0.360963	0.86076	0.711868	0.512998	1.78405	2
71	0.314072	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	-0.560115	0.86076	0.711868	0.512998	-0.840594	1
72	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	-0.0995761	-1.71282	-1.39526	0.512998	-0.315666	2
73	1.5373	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	-1.76061	1.05811	0.0389078	0.257203	-1.02065	0.86076	0.711868	0.512998	0.209262	1
74	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	1.05811	0.0389078	1.56982	-0.0995761	0.86076	0.711868	0.512998	0.209262	2
75	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	-1.02065	-1.71282	-1.39526	-1.93615	-0.840594	2
76	1.5373	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	0.257203	1.28204	-0.426033	0.711868	0.512998	0.209262	1
77	1.5373	0.894114	2.15884	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	0.257203	-1.02065	-0.426033	0.711868	0.512998	-0.315666	1
78	0.314072	-1.11087	-0.460081	-0.222058	1.75787	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	0.86076	-1.39526	-1.93615	-0.840594	1
79	-2.13238	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-2.46101	-2.26443	-2.36804	-1.94173	-1.71282	-1.39526	-1.93615	-0.840594	0
80	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	1.56982	1.28204	0.86076	0.711868	0.512998	0.209262	2
81	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	1.56982	1.28204	0.86076	0.711868	0.512998	-0.315666	2
82	1.5373	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	1.82522	1.05811	0.0389078	0.257203	-0.560115	-0.426033	0.711868	-1.93615	-0.840594	1
83	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	-1.05542	1.28204	0.86076	0.711868	0.512998	1.25912	2
84	-0.909156	0.894114	2.15884	-0.222058	1.75787	0.983238	3.70226	0.648242	-0.193939	0.629943	1.05811	1.19058	1.56982	-0.0995761	0.86076	0.711868	0.512998	1.25912	2
85	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	-1.05542	-0.0995761	0.86076	0.711868	0.512998	-0.315666	2
86	-0.909156	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	-0.840594	1
87	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	-0.426033	-1.39526	0.512998	-0.840594	1
88	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	0.257203	1.28204	0.86076	-1.39526	0.512998	-0.840594	1
89	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	-0.315666	2
90	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	-1.05542	1.28204	-1.71282	-1.39526	-1.93615	-0.840594	1
91	1.5373	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	-1.76061	-0.701447	-1.11276	-2.36804	-1.02065	-1.71282	0.711868	0.512998	-0.315666	2
92	-0.909156	0.894114	2.15884	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	-1.11276	0.257203	-1.02065	-0.426033	-1.39526	-1.93615	-0.840594	1
93	0.314072	0.894114	2.15884	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	1.56982	-1.48119	-0.426033	0.711868	-1.93615	-0.840594	1
94	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-0.701447	-1.11276	0.257203	-1.02065	-1.71282	0.711868	0.512998	-0.840594	1
95	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	1.19058	1.56982	-0.560115	0.86076	0.711868	0.512998	1.25912	2
96	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	0.209262	2
97	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-1.02065	0.86076	-1.39526	-1.93615	-0.315666	1
98	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	1.05811	-1.11276	-1.05542	-0.560115	-0.426033	-1.39526	-1.93615	-0.315666	1
99	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-0.0995761	-1.71282	-1.39526	-1.93615	-0.840594	1
100	0.314072	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	0.257203	-0.560115	-1.71282	0.711868	0.512998	-0.315666	1
101	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	-1.05542	1.28204	0.86076	0.711868	0.512998	0.209262	2
102	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-1.48119	0.86076	0.711868	0.512998	-0.315666	1
103	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	-0.560115	-1.71282	0.711868	-1.93615	-0.315666	1
104	0.314072	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	0.257203	-1.48119	-1.71282	0.711868	0.512998	0.209262	1
105	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	1.05811	-1.11276	-1.05542	-0.560115	-0.426033	0.711868	0.512998	-0.315666	1
106	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	-1.05542	0.821502	0.86076	0.711868	0.512998	1.25912	2
107	0.314072	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	1.28204	-0.426033	0.711868	0.512998	-0.840594	1
108	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	1.56982	1.28204	0.86076	0.711868	0.512998	2.30897	2
109	0.314072	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	1.19058	-1.05542	-0.560115	-1.71282	-1.39526	-1.93615	-0.840594	1
110	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.0995761	0.86076	-1.39526	0.512998	-0.840594	1
111	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	0.0389078	0.257203	1.28204	0.86076	-1.39526	-1.93615	-0.840594	1
112	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	0.257203	-1.02065	0.86076	0.711868	0.512998	1.25912	2
113	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	1.28204	-1.71282	-1.39526	-1.93615	-0.840594	1
114	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	-1.05542	1.28204	-0.426033	-1.39526	0.512998	-0.315666	2
115	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	1.56982	-1.48119	0.86076	0.711868	-1.93615	-0.840594	2
116	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	1.19058	0.257203	1.28204	-0.426033	0.711868	0.512998	-0.840594	2
117	1.5373	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	1.56982	-1.02065	-0.426033	0.711868	-1.93615	-0.840594	2
118	1.5373	0.894114	2.15884	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	1.28204	0.86076	0.711868	0.512998	-0.315666	1
119	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	-0.701447	-1.11276	-1.05542	-0.560115	0.86076	-1.39526	0.512998	1.25912	2
120	1.5373	0.894114	-0.460081	-0.222058	1.75787	0.983238	-0.26828	0.648242	-0.193939	0.629943	1.05811	1.19058	-1.05542	-0.0995761	0.86076	0.711868	0.512998	0.209262	2
121	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-1.76061	-0.701447	1.19058	0.257203	1.28204	-0.426033	0.711868	0.512998	-0.315666	1
122	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	-1.11276	0.257203	1.28204	-0.426033	-1.39526	0.512998	-0.840594	1
123	-0.909156	0.894114	2.15884	4.47289	1.75787	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	1.19058	0.257203	1.28204	-0.426033	0.711868	0.512998	0.209262	1
124	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	-1.53221	-0.193939	-0.565333	1.05811	0.0389078	0.257203	-0.560115	0.86076	-1.39526	0.512998	-0.315666	1
125	1.5373	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	-1.53221	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-0.0995761	-0.426033	-1.39526	0.512998	-0.840594	1
126	0.314072	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	1.82522	-0.701447	-1.11276	-1.05542	-0.560115	0.86076	0.711868	0.512998	2.30897	2
127	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	0.629943	1.05811	0.0389078	0.257203	-1.02065	-0.426033	-1.39526	0.512998	-0.840594	1
128	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	0.0389078	0.257203	-0.560115	-0.426033	-1.39526	0.512998	-0.840594	1
129	-0.909156	-1.11087	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	-0.565333	-0.701447	-1.11276	1.56982	1.28204	-1.71282	0.711868	0.512998	-0.315666	2
130	0.314072	0.894114	-0.460081	-0.222058	-0.565028	0.983238	-0.26828	0.648242	-0.193939	0.629943	-0.701447	1.19058	0.257203	-0.560115	-0.426033	0.711868	0.512998	-0.315666	1
131	-0.909156	0.894114	-0.460081	-0.222058	-0.565028	-1.01018	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	-1.05542	1.28204	-0.426033	-1.39526	0.512998	0.73419	1
132	1.5373	0.894114	2.15884	4.47289	1.75787	0.983238	-0.26828	0.648242	-0.193939	1.82522	1.05811	1.19058	1.56982	0.821502	0.86076	0.711868	0.512998	1.78405	2
