	f1	f2	f3	f4	clase
68	-1.17433	-0.601905	-0.601905	-1.24225	0
69	-0.680224	0.254361	0.254361	-0.380777	0
70	-1.05081	0.596868	0.596868	0.685815	0
71	-0.927278	-0.259398	-0.259398	-0.749982	0
72	-0.927278	-0.259398	-0.259398	-0.749982	0
73	-0.680224	1.96689	1.96689	1.50627	1
74	-0.927278	-0.601905	-0.601905	-1.24225	0
75	-0.927278	-0.601905	-0.601905	-1.24225	1
76	-0.927278	-0.601905	-0.601905	-1.24225	1
77	-0.927278	-0.259398	-0.259398	-0.749982	1
78	-0.927278	-0.601905	-0.601905	-1.24225	0
79	-0.927278	-0.601905	-0.601905	-1.24225	0
80	-0.927278	-0.601905	-0.601905	-1.24225	0
81	-0.680224	0.0831082	0.0831082	-0.462822	1
82	-0.927278	-0.259398	-0.259398	-0.749982	0
83	-0.927278	-0.259398	-0.259398	-0.749982	0
84	-0.927278	-0.259398	-0.259398	-0.749982	0
85	-0.927278	0.0831082	0.0831082	-0.257708	1
86	-0.927278	0.0831082	0.0831082	-0.257708	0
87	-0.680224	-0.601905	-0.601905	-1.24225	0
88	-0.680224	-0.601905	-0.601905	-1.24225	0
89	-0.680224	-0.601905	-0.601905	-1.24225	0
90	-0.927278	0.254361	0.254361	0.0294508	1
91	-0.680224	-0.601905	-0.601905	-1.24225	1
92	-0.680224	-0.601905	-0.601905	-1.24225	0
93	-0.680224	-0.601905	-0.601905	-1.24225	0
94	-0.680224	-0.601905	-0.601905	-1.24225	0
95	0.307992	0.939374	0.939374	-0.462822	0
96	-0.680224	0.254361	0.254361	-0.257708	0
97	-0.803751	1.96689	1.96689	2.12161	0
98	-0.680224	0.596868	0.596868	0.152519	1
99	-0.680224	-0.259398	-0.259398	-0.832027	1
100	-0.556697	0.254361	0.254361	-0.339754	1
101	-0.680224	0.425615	0.425615	-0.0115719	1
102	-0.927278	1.28188	1.28188	1.71138	1
103	-0.680224	0.596868	0.596868	0.234565	0
104	-0.927278	-0.088145	-0.088145	-0.339754	0
105	-0.927278	-0.088145	-0.088145	-0.339754	0
106	-0.43317	1.96689	1.96689	1.46525	0
107	-1.17433	0.425615	0.425615	1.014	0
108	-0.803751	-0.088145	-0.088145	-0.339754	0
109	-0.927278	-0.430651	-0.430651	-0.832027	0
110	-0.927278	0.768121	0.768121	1.21911	0
111	-0.680224	-0.088145	-0.088145	-0.462822	1
112	-0.680224	0.596868	0.596868	0.480701	0
113	-0.680224	-0.088145	-0.088145	-0.462822	0
114	-0.680224	0.425615	0.425615	0.234565	1
115	-0.927278	1.11063	1.11063	1.95752	0
116	0.184465	3.16567	3.16567	1.21911	0
117	-0.927278	0.254361	0.254361	0.480701	1
118	-0.680224	0.939374	0.939374	1.09604	0
119	-1.05081	0.254361	0.254361	0.931951	0
120	-0.927278	0.939374	0.939374	1.83445	1
121	-0.927278	-0.430651	-0.430651	-0.749982	1
122	-0.680224	-0.088145	-0.088145	-0.339754	1
123	-0.927278	0.0831082	0.0831082	0.275587	1
124	-0.927278	-0.088145	-0.088145	-0.0525947	1
125	-0.927278	-0.259398	-0.259398	-0.339754	0
126	-0.927278	-0.088145	-0.088145	-0.0115719	0
127	-0.680224	0.425615	0.425615	0.480701	1
128	-0.927278	-0.259398	-0.259398	-0.339754	0
129	-0.680224	0.425615	0.425615	0.562747	1
130	-0.927278	-0.601905	-0.601905	-0.996118	1
131	-0.680224	-0.088145	-0.088145	-0.257708	0
132	-0.927278	1.11063	1.11063	2.49082	0
133	-0.927278	-0.601905	-0.601905	-0.996118	0
134	-0.680224	0.0831082	0.0831082	0.0294508	0
135	-0.927278	0.939374	0.939374	2.20366	0
136	-0.927278	-0.430651	-0.430651	-0.626913	0
137	-0.927278	-0.088145	-0.088145	0.111496	0
138	-0.927278	1.11063	1.11063	2.61388	0
139	-0.0625892	-0.088145	-0.088145	-0.626913	0
140	-0.927278	-0.601905	-0.601905	-0.955095	0
141	-0.927278	0.596868	0.596868	1.62934	0
142	-0.556697	1.45313	1.45313	2.12161	0
143	-0.680224	-0.430651	-0.430651	-0.749982	0
144	-0.680224	-0.430651	-0.430651	-0.749982	0
145	-0.680224	-0.601905	-0.601905	-1.03714	1
146	-0.680224	-0.430651	-0.430651	-0.749982	1
147	-0.43317	-0.430651	-0.430651	-0.832027	0
148	-0.927278	-0.601905	-0.601905	-0.955095	0
149	-0.927278	-0.601905	-0.601905	-0.955095	1
150	-0.927278	-0.601905	-0.601905	-0.955095	0
151	-0.927278	0.254361	0.254361	0.972974	1
152	-0.680224	0.0831082	0.0831082	0.193542	0
153	-0.680224	0.939374	0.939374	1.79343	0
154	-0.927278	-0.773158	-0.773158	-1.3243	1
155	-0.927278	-0.773158	-0.773158	-1.3243	0
156	-0.927278	-0.773158	-0.773158	-1.3243	0
157	-0.927278	-0.773158	-0.773158	-1.3243	0
158	-0.927278	-0.773158	-0.773158	-1.3243	0
159	-0.927278	-0.773158	-0.773158	-1.3243	0
160	-0.927278	-0.773158	-0.773158	-1.3243	0
161	-0.927278	-0.773158	-0.773158	-1.3243	0
162	-0.927278	-0.773158	-0.773158	-1.3243	0
163	-0.927278	-0.773158	-0.773158	-1.3243	0
164	-0.927278	-0.773158	-0.773158	-1.3243	1
165	-0.927278	-0.773158	-0.773158	-1.3243	1
166	-0.927278	-0.773158	-0.773158	-1.3243	1
167	-0.927278	-0.773158	-0.773158	-1.3243	0
168	-0.927278	-0.773158	-0.773158	-1.3243	0
169	-0.927278	-0.773158	-0.773158	-1.3243	0
170	-0.927278	-0.773158	-0.773158	-1.3243	0
171	-0.927278	-0.773158	-0.773158	-1.3243	0
172	-0.927278	-0.773158	-0.773158	-1.3243	0
173	-0.927278	-0.773158	-0.773158	-1.3243	0
174	-0.927278	-0.773158	-0.773158	-1.3243	0
175	-0.927278	-0.773158	-0.773158	-1.3243	0
176	0.184465	0.768121	0.768121	0.0294508	0
177	0.184465	-0.259398	-0.259398	-0.749982	1
178	-0.680224	-0.088145	-0.088145	-0.0525947	1
179	-0.680224	0.0831082	0.0831082	0.275587	1
180	-0.927278	-0.430651	-0.430651	-0.503845	0
181	-0.680224	-0.259398	-0.259398	-0.339754	1
182	0.0609378	-0.259398	-0.259398	-0.749982	0
183	-0.927278	-0.259398	-0.259398	0.0294508	0
184	-0.680224	1.11063	1.11063	2.20366	0
185	0.431519	0.425615	0.425615	-0.339754	0
186	0.184465	0.596868	0.596868	-0.0525947	0
187	-0.680224	-0.088145	-0.088145	-0.0115719	0
188	-0.680224	-0.259398	-0.259398	-0.339754	0
189	-0.186116	1.62439	1.62439	1.75241	0
190	-0.680224	-0.088145	-0.088145	0.0294508	1
191	-0.680224	0.254361	0.254361	0.726838	0
192	-0.680224	0.254361	0.254361	0.726838	0
193	-0.927278	-0.259398	-0.259398	0.0294508	0
194	0.184465	0.939374	0.939374	0.31661	0
195	-0.927278	-0.601905	-0.601905	-0.832027	0
196	-0.927278	-0.088145	-0.088145	0.521724	1
197	-0.0625892	0.425615	0.425615	0.152519	1
198	-0.680224	0.0831082	0.0831082	0.521724	0
199	0.184465	0.254361	0.254361	-0.216686	0
200	-0.0625892	0.596868	0.596868	0.439678	0
201	-0.680224	0.0831082	0.0831082	0.726838	0
202	-0.680224	0.254361	0.254361	0.972974	0
203	-0.43317	-0.601905	-0.601905	-0.955095	1
204	-0.680224	0.254361	0.254361	0.972974	0
205	0.184465	0.596868	0.596868	0.152519	0
206	0.184465	0.0831082	0.0831082	-0.339754	0
207	-0.927278	-0.601905	-0.601905	-0.749982	0
208	-0.927278	0.254361	0.254361	1.71138	0
209	0.184465	0.0831082	0.0831082	-0.298731	0
210	0.184465	-0.430651	-0.430651	-0.832027	0
211	-0.680224	-0.773158	-0.773158	-1.24225	0
212	-0.680224	-0.773158	-0.773158	-1.24225	0
213	-0.680224	-0.773158	-0.773158	-1.24225	0
214	-0.680224	-0.773158	-0.773158	-1.24225	0
215	-0.680224	-0.773158	-0.773158	-1.24225	0
216	-0.680224	-0.773158	-0.773158	-1.24225	1
217	-0.680224	-0.773158	-0.773158	-1.24225	0
218	-0.680224	-0.773158	-0.773158	-1.24225	0
219	-0.680224	-0.773158	-0.773158	-1.24225	0
220	-0.680224	-0.773158	-0.773158	-1.24225	0
221	-0.680224	-0.773158	-0.773158	-1.24225	0
222	-0.680224	-0.773158	-0.773158	-1.24225	1
223	-0.680224	-0.773158	-0.773158	-1.24225	1
224	-0.680224	-0.773158	-0.773158	-1.24225	0
225	-0.680224	-0.773158	-0.773158	-1.24225	1
226	-0.680224	-0.773158	-0.773158	-1.24225	1
227	-0.680224	-0.773158	-0.773158	-1.24225	0
228	-0.680224	-0.430651	-0.430651	-0.421799	0
229	-0.680224	-0.773158	-0.773158	-1.24225	0
230	-0.680224	-0.773158	-0.773158	-1.24225	0
231	-0.680224	-0.773158	-0.773158	-1.24225	0
232	-0.680224	-0.773158	-0.773158	-1.24225	1
233	-0.680224	-0.773158	-0.773158	-1.24225	0
234	0.0609378	0.425615	0.425615	0.193542	0
235	0.555046	0.254361	0.254361	-0.339754	0
236	-0.186116	0.768121	0.768121	1.17809	0
237	0.184465	-0.430651	-0.430651	-0.791004	0
238	-0.680224	-0.601905	-0.601905	-0.832027	0
239	-0.927278	-0.259398	-0.259398	0.357633	0
240	-0.186116	0.596868	0.596868	0.972974	0
241	-0.186116	0.425615	0.425615	0.726838	1
242	0.184465	2.82316	2.82316	2.61388	0
243	-0.680224	-0.430651	-0.430651	-0.380777	1
244	0.184465	1.96689	1.96689	1.83445	1
245	-0.0625892	-0.601905	-0.601905	-0.955095	0
246	-0.680224	-0.088145	-0.088145	0.480701	0
247	0.184465	1.11063	1.11063	0.972974	0
248	-0.309643	1.11063	1.11063	2.12161	0
249	0.184465	-0.601905	-0.601905	-0.955095	0
250	0.184465	-0.601905	-0.601905	-0.955095	0
251	0.184465	-0.601905	-0.601905	-0.955095	0
252	-0.927278	0.0831082	0.0831082	1.67036	0
253	0.184465	0.425615	0.425615	0.275587	1
254	0.184465	-0.430651	-0.430651	-0.749982	1
255	0.307992	1.28188	1.28188	1.014	0
256	-0.927278	-0.430651	-0.430651	0.0294508	0
257	0.8021	0.425615	0.425615	-0.257708	0
258	0.184465	0.254361	0.254361	0.111496	0
259	-0.680224	-0.430651	-0.430651	-0.257708	0
260	0.307992	1.11063	1.11063	0.972974	0
261	-0.680224	-0.259398	-0.259398	0.275587	0
262	0.184465	1.45313	1.45313	1.58832	1
263	-0.927278	-0.601905	-0.601905	-0.462822	0
264	-0.927278	-0.430651	-0.430651	0.152519	1
265	-0.680224	-0.088145	-0.088145	0.972974	0
266	-0.680224	-0.259398	-0.259398	0.357633	1
267	-0.803751	-0.601905	-0.601905	-0.462822	0
268	0.184465	0.425615	0.425615	0.480701	0
269	-0.680224	0.254361	0.254361	1.95752	0
270	0.431519	-0.259398	-0.259398	-0.544868	0
271	0.8021	0.939374	0.939374	0.234565	0
272	0.8021	0.254361	0.254361	-0.257708	0
273	-0.309643	-0.601905	-0.601905	-0.749982	0
274	-0.680224	-0.088145	-0.088145	0.972974	0
275	-0.680224	-0.088145	-0.088145	0.972974	0
276	-0.680224	-0.259398	-0.259398	0.480701	0
277	0.555046	1.28188	1.28188	0.931951	0
278	-0.680224	-0.430651	-0.430651	-0.0115719	0
279	0.555046	2.13815	2.13815	1.79343	0
280	0.184465	0.425615	0.425615	0.562747	0
281	0.555046	1.79564	1.79564	1.46525	0
282	0.555046	-0.259398	-0.259398	-0.503845	1
283	0.555046	-0.088145	-0.088145	-0.339754	0
284	-0.186116	-0.601905	-0.601905	-0.749982	0
285	0.184465	-0.088145	-0.088145	-0.0525947	0
286	0.184465	-0.601905	-0.601905	-0.832027	0
287	-0.680224	-0.601905	-0.601905	-0.462822	0
288	-0.0625892	-0.601905	-0.601905	-0.749982	1
289	0.555046	-0.088145	-0.088145	-0.257708	1
290	0.555046	-0.430651	-0.430651	-0.626913	1
291	0.555046	-0.259398	-0.259398	-0.462822	1
292	0.8021	1.11063	1.11063	0.644792	0
293	0.184465	-0.259398	-0.259398	-0.257708	0
294	0.184465	-0.088145	-0.088145	0.0294508	0
295	0.184465	-0.088145	-0.088145	0.0294508	0
296	-0.927278	-0.259398	-0.259398	1.46525	0
297	0.555046	-0.088145	-0.088145	-0.257708	0
298	0.555046	-0.601905	-0.601905	-0.832027	0
299	0.555046	-0.601905	-0.601905	-0.832027	0
300	0.555046	-0.601905	-0.601905	-0.832027	0
301	0.555046	-0.601905	-0.601905	-0.832027	0
302	0.555046	-0.601905	-0.601905	-0.832027	0
303	0.555046	-0.601905	-0.601905	-0.832027	0
304	-0.927278	-0.430651	-0.430651	0.726838	0
305	0.555046	0.0831082	0.0831082	-0.0115719	0
306	0.184465	-0.088145	-0.088145	0.111496	1
307	-0.680224	-0.088145	-0.088145	1.62934	0
308	0.184465	-0.430651	-0.430651	-0.462822	0
309	0.8021	-0.259398	-0.259398	-0.462822	0
310	0.8021	-0.430651	-0.430651	-0.626913	0
311	0.184465	-0.088145	-0.088145	0.152519	0
312	0.184465	-0.601905	-0.601905	-0.749982	0
313	0.307992	0.596868	0.596868	1.05502	0
314	-0.0625892	-0.773158	-0.773158	-1.03714	0
315	-0.0625892	-0.773158	-0.773158	-1.03714	0
316	-0.680224	-0.601905	-0.601905	-0.216686	0
317	0.184465	-0.601905	-0.601905	-0.708959	0
318	0.555046	-0.259398	-0.259398	-0.339754	0
319	0.184465	0.596868	0.596868	1.54729	1
320	0.184465	-0.088145	-0.088145	0.275587	0
321	0.678573	1.79564	1.79564	1.95752	0
322	-0.0625892	-0.088145	-0.088145	0.685815	1
323	0.184465	-0.259398	-0.259398	-0.0115719	0
324	0.555046	0.425615	0.425615	0.644792	1
325	0.8021	0.254361	0.254361	0.152519	0
326	0.555046	-0.601905	-0.601905	-0.749982	0
327	-0.927278	-0.601905	-0.601905	0.275587	0
328	0.555046	1.79564	1.79564	2.61388	0
329	0.555046	-0.259398	-0.259398	-0.257708	1
330	0.8021	0.254361	0.254361	0.193542	0
331	0.555046	0.254361	0.254361	0.521724	0
332	0.8021	0.0831082	0.0831082	0.0294508	0
333	0.8021	0.0831082	0.0831082	0.0294508	1
334	0.184465	0.254361	0.254361	1.13707	1
335	0.8021	-0.601905	-0.601905	-0.749982	0
336	0.8021	-0.430651	-0.430651	-0.544868	1
337	0.184465	-0.430651	-0.430651	-0.257708	0
338	0.184465	0.254361	0.254361	1.21911	0
339	0.184465	-0.773158	-0.773158	-0.955095	1
340	-0.0625892	-0.430651	-0.430651	-0.0115719	0
341	0.555046	-0.259398	-0.259398	-0.175663	0
342	1.66679	5.56321	5.56321	2.61388	0
343	0.184465	0.0831082	0.0831082	0.972974	0
344	0.184465	-0.773158	-0.773158	-0.955095	0
345	0.184465	-0.773158	-0.773158	-0.955095	0
346	0.184465	-0.773158	-0.773158	-0.955095	0
347	0.184465	-0.773158	-0.773158	-0.955095	0
348	0.184465	-0.773158	-0.773158	-0.955095	0
349	0.184465	-0.773158	-0.773158	-0.955095	0
350	0.184465	-0.773158	-0.773158	-0.955095	0
351	0.184465	-0.773158	-0.773158	-0.955095	0
352	0.184465	-0.601905	-0.601905	-0.544868	0
353	0.184465	-0.088145	-0.088145	0.644792	0
354	0.184465	-0.601905	-0.601905	-0.544868	0
355	0.8021	-0.259398	-0.259398	-0.257708	0
356	-0.680224	-0.601905	-0.601905	0.275587	0
357	0.8021	0.0831082	0.0831082	0.234565	0
358	0.555046	-0.430651	-0.430651	-0.339754	0
359	-0.0625892	-0.601905	-0.601905	-0.339754	0
360	1.41973	1.79564	1.79564	1.21911	0
361	0.555046	0.0831082	0.0831082	0.685815	0
362	0.184465	-0.601905	-0.601905	-0.421799	0
363	-0.680224	-0.430651	-0.430651	1.50627	0
364	1.41973	1.28188	1.28188	0.931951	0
365	0.184465	0.0831082	0.0831082	1.50627	0
366	0.555046	-0.601905	-0.601905	-0.544868	1
367	1.66679	1.62439	1.62439	0.931951	0
368	0.555046	-0.259398	-0.259398	0.152519	0
369	0.184465	-0.601905	-0.601905	-0.339754	0
370	0.8021	-0.088145	-0.088145	0.234565	1
371	-0.680224	-0.601905	-0.601905	0.685815	1
372	0.555046	-0.430651	-0.430651	-0.13464	0
373	-0.680224	-0.601905	-0.601905	0.726838	0
374	-0.0625892	-0.259398	-0.259398	1.26013	0
375	0.555046	-0.259398	-0.259398	0.234565	0
376	0.184465	-0.430651	-0.430651	0.234565	1
377	0.555046	-0.088145	-0.088145	0.644792	0
378	0.555046	-0.773158	-0.773158	-0.832027	0
379	0.555046	-0.773158	-0.773158	-0.832027	0
380	0.555046	-0.773158	-0.773158	-0.832027	0
381	0.555046	-0.773158	-0.773158	-0.832027	0
382	0.555046	-0.773158	-0.773158	-0.832027	0
383	0.555046	-0.773158	-0.773158	-0.832027	0
384	0.555046	-0.773158	-0.773158	-0.832027	0
385	0.555046	-0.773158	-0.773158	-0.832027	0
386	0.555046	0.254361	0.254361	1.54729	0
387	0.555046	-0.773158	-0.773158	-0.832027	0
388	0.555046	-0.773158	-0.773158	-0.832027	0
389	-0.0625892	-0.430651	-0.430651	0.726838	0
390	0.555046	0.254361	0.254361	1.58832	0
391	0.184465	-0.259398	-0.259398	0.972974	0
392	0.184465	-0.259398	-0.259398	1.014	0
393	-0.680224	-0.601905	-0.601905	1.014	0
394	0.184465	-0.259398	-0.259398	1.09604	0
395	0.8021	-0.259398	-0.259398	0.234565	0
396	0.8021	0.768121	0.768121	2.24468	0
397	1.41973	-0.601905	-0.601905	-0.544868	1
398	1.41973	-0.430651	-0.430651	-0.339754	0
399	0.8021	0.425615	0.425615	1.71138	0
400	1.41973	-0.430651	-0.430651	-0.339754	1
401	1.04915	-0.601905	-0.601905	-0.462822	0
402	1.66679	-0.088145	-0.088145	-0.0525947	0
403	1.66679	0.425615	0.425615	0.480701	0
404	0.8021	-0.430651	-0.430651	-0.0115719	0
405	0.555046	-0.088145	-0.088145	1.21911	0
406	0.555046	-0.430651	-0.430651	0.275587	0
407	0.8021	-0.773158	-0.773158	-0.749982	0
408	0.8021	-0.773158	-0.773158	-0.749982	0
409	0.8021	-0.773158	-0.773158	-0.749982	0
410	0.8021	-0.773158	-0.773158	-0.749982	0
411	0.8021	-0.773158	-0.773158	-0.749982	0
412	0.8021	-0.773158	-0.773158	-0.749982	0
413	0.8021	-0.773158	-0.773158	-0.749982	0
414	0.8021	-0.259398	-0.259398	0.439678	0
415	0.8021	-0.773158	-0.773158	-0.749982	0
416	0.8021	-0.773158	-0.773158	-0.749982	0
417	0.8021	-0.773158	-0.773158	-0.749982	0
418	0.8021	-0.773158	-0.773158	-0.749982	0
419	0.8021	-0.773158	-0.773158	-0.749982	0
420	0.8021	-0.601905	-0.601905	-0.339754	0
421	1.41973	-0.601905	-0.601905	-0.462822	0
422	0.8021	-0.601905	-0.601905	-0.298731	0
423	1.41973	-0.601905	-0.601905	-0.462822	0
424	1.41973	-0.601905	-0.601905	-0.462822	0
425	0.555046	-0.259398	-0.259398	0.931951	0
426	0.8021	-0.088145	-0.088145	1.05502	0
427	1.66679	-0.601905	-0.601905	-0.462822	0
428	0.555046	-0.088145	-0.088145	1.62934	0
429	1.66679	-0.430651	-0.430651	-0.257708	0
430	0.8021	-0.430651	-0.430651	0.234565	0
431	-0.0625892	-0.601905	-0.601905	0.726838	0
432	-0.0625892	-0.601905	-0.601905	0.726838	0
433	0.8021	0.254361	0.254361	2.16263	1
434	0.555046	-0.259398	-0.259398	1.21911	0
435	0.555046	-0.601905	-0.601905	0.0294508	0
436	0.8021	0.254361	0.254361	2.40877	0
437	1.41973	-0.601905	-0.601905	-0.380777	0
438	0.555046	-0.430651	-0.430651	0.726838	0
439	1.66679	1.45313	1.45313	2.40877	0
440	1.04915	0.425615	0.425615	2.49082	0
441	0.8021	-0.430651	-0.430651	0.480701	0
442	0.184465	-0.430651	-0.430651	1.71138	0
443	0.184465	-0.601905	-0.601905	0.726838	0
444	0.184465	-0.430651	-0.430651	1.71138	0
445	1.66679	1.11063	1.11063	2.12161	0
446	1.41973	-0.430651	-0.430651	0.0294508	0
447	1.66679	-0.601905	-0.601905	-0.339754	0
448	1.66679	-0.601905	-0.601905	-0.339754	0
449	1.66679	0.425615	0.425615	1.21911	0
450	0.8021	-0.430651	-0.430651	0.644792	0
451	1.66679	-0.430651	-0.430651	-0.0525947	0
452	1.41973	-0.430651	-0.430651	0.152519	0
453	1.66679	-0.601905	-0.601905	-0.257708	0
454	1.41973	-0.773158	-0.773158	-0.544868	0
455	1.41973	-0.773158	-0.773158	-0.544868	0
456	1.41973	-0.773158	-0.773158	-0.544868	0
457	1.41973	-0.773158	-0.773158	-0.544868	0
458	1.41973	-0.773158	-0.773158	-0.544868	0
459	1.41973	-0.773158	-0.773158	-0.544868	0
460	1.41973	-0.773158	-0.773158	-0.544868	0
461	1.41973	-0.773158	-0.773158	-0.544868	0
462	1.41973	-0.773158	-0.773158	-0.544868	0
463	1.41973	-0.773158	-0.773158	-0.544868	1
464	1.41973	-0.773158	-0.773158	-0.544868	0
465	1.41973	-0.773158	-0.773158	-0.544868	0
466	1.41973	-0.088145	-0.088145	1.05502	0
467	1.66679	-0.259398	-0.259398	0.439678	0
468	1.41973	-0.259398	-0.259398	0.726838	0
469	1.54326	-0.773158	-0.773158	-0.503845	1
470	0.184465	-0.601905	-0.601905	1.46525	0
471	1.66679	-0.088145	-0.088145	0.972974	0
472	1.66679	-0.430651	-0.430651	0.234565	0
473	1.66679	-0.430651	-0.430651	0.275587	0
474	0.555046	-0.430651	-0.430651	1.99854	0
475	1.41973	-0.601905	-0.601905	0.0294508	0
476	2.03737	-0.088145	-0.088145	0.603769	1
477	1.66679	0.0831082	0.0831082	1.46525	0
478	1.66679	-0.773158	-0.773158	-0.462822	0
479	1.66679	-0.773158	-0.773158	-0.462822	0
480	1.66679	-0.773158	-0.773158	-0.462822	0
481	1.66679	-0.773158	-0.773158	-0.462822	0
482	1.66679	-0.773158	-0.773158	-0.462822	0
483	1.66679	-0.773158	-0.773158	-0.462822	0
484	1.66679	-0.773158	-0.773158	-0.462822	0
485	1.66679	-0.773158	-0.773158	-0.462822	0
486	1.66679	-0.259398	-0.259398	0.76786	0
487	1.41973	0.0831082	0.0831082	2.12161	0
488	1.66679	-0.430651	-0.430651	0.562747	0
489	1.41973	-0.601905	-0.601905	0.275587	0
490	1.41973	-0.430651	-0.430651	1.21911	0
491	0.8021	-0.601905	-0.601905	1.46525	0
492	1.41973	-0.430651	-0.430651	1.46525	0
493	1.66679	-0.259398	-0.259398	2.16263	0
494	1.66679	-0.430651	-0.430651	2.24468	0
495	1.66679	-0.601905	-0.601905	2.16263	0
496	3.14911	-0.430651	-0.430651	1.21911	0
497	3.51969	-0.773158	-0.773158	0.152519	0
498	3.51969	-0.773158	-0.773158	0.152519	0
499	3.76675	-0.773158	-0.773158	0.234565	0
500	7.96667	-0.773158	-0.773158	1.62934	0
501	-0.927278	6.41948	6.41948	2.12161	1
502	-0.43317	2.82316	2.82316	-0.257708	1
503	-0.927278	4.8782	4.8782	1.75241	1
504	-0.927278	6.59073	6.59073	2.61388	0
505	-1.17433	3.50817	3.50817	1.71138	1
506	-0.927278	6.07697	6.07697	2.61388	1
507	-0.803751	2.65191	2.65191	0.31661	1
508	-0.927278	0.939374	0.939374	-0.462822	0
509	-0.927278	2.65191	2.65191	0.726838	1
510	-0.927278	1.28188	1.28188	-0.0936174	1
511	-0.680224	-0.259398	-0.259398	-1.24225	1
512	-0.927278	0.939374	0.939374	-0.339754	0
513	-0.927278	0.939374	0.939374	-0.257708	0
514	-0.803751	1.45313	1.45313	0.0294508	0
515	-0.680224	1.79564	1.79564	0.152519	1
516	-0.680224	0.0831082	0.0831082	-0.832027	0
517	-0.803751	-0.088145	-0.088145	-0.914073	1
518	-0.680224	4.70694	4.70694	2.61388	1
519	-0.803751	0.768121	0.768121	-0.0525947	1
520	-0.680224	0.768121	0.768121	-0.257708	1
521	-0.927278	0.939374	0.939374	0.234565	1
522	-0.927278	0.939374	0.939374	0.275587	1
523	-0.680224	1.28188	1.28188	0.193542	1
524	-1.05081	0.768121	0.768121	0.357633	1
525	-0.680224	0.596868	0.596868	-0.257708	0
