	f1	f2	f3	f4	f5	f6	clase
100	2.58893	1.42247	0.821904	0.418876	2.60343	0.779683	0
101	2.58893	1.42247	0.821904	1.40232	1.81473	0.779683	1
102	2.58893	1.42247	0.821904	2.38577	0.237339	2.14334	1
103	2.58893	1.42247	2.22531	0.418876	1.02604	2.14334	1
104	2.58893	1.42247	2.22531	0.418876	1.81473	2.14334	1
105	2.58893	1.42247	2.22531	1.40232	0.237339	2.14334	1
106	2.58893	1.42247	2.22531	2.38577	0.237339	0.779683	1
107	2.58893	1.42247	2.22531	2.38577	1.81473	2.14334	1
108	2.58893	1.42247	2.22531	2.38577	2.60343	0.779683	0
109	2.58893	2.41681	0.821904	0.418876	1.81473	2.14334	1
110	2.58893	2.41681	0.821904	0.418876	2.60343	0.779683	1
111	2.58893	2.41681	0.821904	1.40232	2.60343	2.14334	0
112	2.58893	2.41681	0.821904	2.38577	0.237339	0.779683	0
113	2.58893	2.41681	0.821904	2.38577	1.02604	0.779683	0
114	2.58893	2.41681	0.821904	2.38577	1.02604	2.14334	0
115	2.58893	2.41681	0.821904	2.38577	2.60343	0.779683	0
116	2.58893	2.41681	2.22531	0.418876	0.237339	0.779683	0
117	2.58893	2.41681	2.22531	0.418876	0.237339	2.14334	0
118	2.58893	2.41681	2.22531	1.40232	1.02604	2.14334	0
119	2.58893	2.41681	2.22531	1.40232	1.81473	2.14334	0
120	2.58893	2.41681	2.22531	2.38577	0.237339	0.779683	0
121	2.58893	2.41681	2.22531	2.38577	1.81473	2.14334	0
122	2.58893	2.41681	2.22531	2.38577	2.60343	2.14334	0
123	-1.22333	-1.22333	-0.998842	-1.22333	-1.34009	-0.998842	1
124	-1.22333	-1.22333	-0.998842	-1.22333	-1.34009	0.998842	1
125	-1.22333	-1.22333	-0.998842	-1.22333	-0.446696	-0.998842	1
126	-1.22333	-1.22333	-0.998842	-1.22333	-0.446696	0.998842	1
127	-1.22333	-1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
128	-1.22333	-1.22333	-0.998842	-1.22333	0.446696	0.998842	1
129	-1.22333	-1.22333	-0.998842	-1.22333	1.34009	-0.998842	0
130	-1.22333	-1.22333	-0.998842	-1.22333	1.34009	0.998842	0
131	-1.22333	-1.22333	-0.998842	0	-1.34009	-0.998842	1
132	-1.22333	-1.22333	-0.998842	0	-1.34009	0.998842	1
133	-1.22333	-1.22333	-0.998842	0	-0.446696	-0.998842	1
134	-1.22333	-1.22333	-0.998842	0	-0.446696	0.998842	1
135	-1.22333	-1.22333	-0.998842	0	0.446696	-0.998842	1
136	-1.22333	-1.22333	-0.998842	0	0.446696	0.998842	1
137	-1.22333	-1.22333	-0.998842	0	1.34009	-0.998842	0
138	-1.22333	-1.22333	-0.998842	0	1.34009	0.998842	0
139	-1.22333	-1.22333	-0.998842	1.22333	-1.34009	-0.998842	1
140	-1.22333	-1.22333	-0.998842	1.22333	-1.34009	0.998842	1
141	-1.22333	-1.22333	-0.998842	1.22333	-0.446696	-0.998842	1
142	-1.22333	-1.22333	-0.998842	1.22333	-0.446696	0.998842	1
143	-1.22333	-1.22333	-0.998842	1.22333	0.446696	-0.998842	1
144	-1.22333	-1.22333	-0.998842	1.22333	0.446696	0.998842	1
145	-1.22333	-1.22333	-0.998842	1.22333	1.34009	-0.998842	0
146	-1.22333	-1.22333	-0.998842	1.22333	1.34009	0.998842	0
147	-1.22333	-1.22333	0.998842	-1.22333	-1.34009	-0.998842	1
148	-1.22333	-1.22333	0.998842	-1.22333	-1.34009	0.998842	1
149	-1.22333	-1.22333	0.998842	-1.22333	-0.446696	-0.998842	1
150	-1.22333	-1.22333	0.998842	-1.22333	-0.446696	0.998842	1
151	-1.22333	-1.22333	0.998842	-1.22333	0.446696	-0.998842	1
152	-1.22333	-1.22333	0.998842	-1.22333	0.446696	0.998842	1
153	-1.22333	-1.22333	0.998842	-1.22333	1.34009	-0.998842	0
154	-1.22333	-1.22333	0.998842	-1.22333	1.34009	0.998842	0
155	-1.22333	-1.22333	0.998842	0	-1.34009	-0.998842	1
156	-1.22333	-1.22333	0.998842	0	-1.34009	0.998842	1
157	-1.22333	-1.22333	0.998842	0	-0.446696	-0.998842	1
158	-1.22333	-1.22333	0.998842	0	-0.446696	0.998842	1
159	-1.22333	-1.22333	0.998842	0	0.446696	-0.998842	1
160	-1.22333	-1.22333	0.998842	0	0.446696	0.998842	1
161	-1.22333	-1.22333	0.998842	0	1.34009	-0.998842	0
162	-1.22333	-1.22333	0.998842	0	1.34009	0.998842	0
163	-1.22333	-1.22333	0.998842	1.22333	-1.34009	-0.998842	1
164	-1.22333	-1.22333	0.998842	1.22333	-1.34009	0.998842	1
165	-1.22333	-1.22333	0.998842	1.22333	-0.446696	-0.998842	1
166	-1.22333	-1.22333	0.998842	1.22333	-0.446696	0.998842	1
167	-1.22333	-1.22333	0.998842	1.22333	0.446696	-0.998842	1
168	-1.22333	-1.22333	0.998842	1.22333	0.446696	0.998842	1
169	-1.22333	-1.22333	0.998842	1.22333	1.34009	-0.998842	0
170	-1.22333	-1.22333	0.998842	1.22333	1.34009	0.998842	0
171	-1.22333	0	-0.998842	-1.22333	-1.34009	-0.998842	1
172	-1.22333	0	-0.998842	-1.22333	-1.34009	0.998842	1
173	-1.22333	0	-0.998842	-1.22333	-0.446696	-0.998842	1
174	-1.22333	0	-0.998842	-1.22333	-0.446696	0.998842	1
175	-1.22333	0	-0.998842	-1.22333	0.446696	-0.998842	1
176	-1.22333	0	-0.998842	-1.22333	0.446696	0.998842	1
177	-1.22333	0	-0.998842	-1.22333	1.34009	-0.998842	0
178	-1.22333	0	-0.998842	-1.22333	1.34009	0.998842	0
179	-1.22333	0	-0.998842	0	-1.34009	-0.998842	1
180	-1.22333	0	-0.998842	0	-1.34009	0.998842	1
181	-1.22333	0	-0.998842	0	-0.446696	-0.998842	1
182	-1.22333	0	-0.998842	0	-0.446696	0.998842	1
183	-1.22333	0	-0.998842	0	0.446696	-0.998842	1
184	-1.22333	0	-0.998842	0	0.446696	0.998842	1
185	-1.22333	0	-0.998842	0	1.34009	-0.998842	0
186	-1.22333	0	-0.998842	0	1.34009	0.998842	0
187	-1.22333	0	-0.998842	1.22333	-1.34009	-0.998842	1
188	-1.22333	0	-0.998842	1.22333	-1.34009	0.998842	1
189	-1.22333	0	-0.998842	1.22333	-0.446696	-0.998842	1
190	-1.22333	0	-0.998842	1.22333	-0.446696	0.998842	1
191	-1.22333	0	-0.998842	1.22333	0.446696	-0.998842	1
192	-1.22333	0	-0.998842	1.22333	0.446696	0.998842	1
193	-1.22333	0	-0.998842	1.22333	1.34009	-0.998842	0
194	-1.22333	0	-0.998842	1.22333	1.34009	0.998842	0
195	-1.22333	0	0.998842	-1.22333	-1.34009	-0.998842	1
196	-1.22333	0	0.998842	-1.22333	-1.34009	0.998842	1
197	-1.22333	0	0.998842	-1.22333	-0.446696	-0.998842	1
198	-1.22333	0	0.998842	-1.22333	-0.446696	0.998842	1
199	-1.22333	0	0.998842	-1.22333	0.446696	-0.998842	1
200	-1.22333	0	0.998842	-1.22333	0.446696	0.998842	1
201	-1.22333	0	0.998842	-1.22333	1.34009	-0.998842	0
202	-1.22333	0	0.998842	-1.22333	1.34009	0.998842	0
203	-1.22333	0	0.998842	0	-1.34009	-0.998842	1
204	-1.22333	0	0.998842	0	-1.34009	0.998842	1
205	-1.22333	0	0.998842	0	-0.446696	-0.998842	1
206	-1.22333	0	0.998842	0	-0.446696	0.998842	1
207	-1.22333	0	0.998842	0	0.446696	-0.998842	1
208	-1.22333	0	0.998842	0	0.446696	0.998842	1
209	-1.22333	0	0.998842	0	1.34009	-0.998842	0
210	-1.22333	0	0.998842	0	1.34009	0.998842	0
211	-1.22333	0	0.998842	1.22333	-1.34009	-0.998842	1
212	-1.22333	0	0.998842	1.22333	-1.34009	0.998842	1
213	-1.22333	0	0.998842	1.22333	-0.446696	-0.998842	1
214	-1.22333	0	0.998842	1.22333	-0.446696	0.998842	1
215	-1.22333	0	0.998842	1.22333	0.446696	-0.998842	1
216	-1.22333	0	0.998842	1.22333	0.446696	0.998842	1
217	-1.22333	0	0.998842	1.22333	1.34009	-0.998842	0
218	-1.22333	0	0.998842	1.22333	1.34009	0.998842	0
219	-1.22333	1.22333	-0.998842	-1.22333	-1.34009	-0.998842	0
220	-1.22333	1.22333	-0.998842	-1.22333	-1.34009	0.998842	0
221	-1.22333	1.22333	-0.998842	-1.22333	-0.446696	-0.998842	0
222	-1.22333	1.22333	-0.998842	-1.22333	-0.446696	0.998842	0
223	-1.22333	1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
224	-1.22333	1.22333	-0.998842	-1.22333	0.446696	0.998842	1
225	-1.22333	1.22333	-0.998842	-1.22333	1.34009	-0.998842	0
226	-1.22333	1.22333	-0.998842	-1.22333	1.34009	0.998842	0
227	-1.22333	1.22333	-0.998842	0	-1.34009	-0.998842	0
228	-1.22333	1.22333	-0.998842	0	-1.34009	0.998842	0
229	-1.22333	1.22333	-0.998842	0	-0.446696	-0.998842	0
230	-1.22333	1.22333	-0.998842	0	-0.446696	0.998842	0
231	-1.22333	1.22333	-0.998842	0	0.446696	-0.998842	0
232	-1.22333	1.22333	-0.998842	0	0.446696	0.998842	0
233	-1.22333	1.22333	-0.998842	0	1.34009	-0.998842	0
234	-1.22333	1.22333	-0.998842	0	1.34009	0.998842	0
235	-1.22333	1.22333	-0.998842	1.22333	-1.34009	-0.998842	0
236	-1.22333	1.22333	-0.998842	1.22333	-1.34009	0.998842	0
237	-1.22333	1.22333	-0.998842	1.22333	-0.446696	-0.998842	0
238	-1.22333	1.22333	-0.998842	1.22333	-0.446696	0.998842	0
239	-1.22333	1.22333	-0.998842	1.22333	0.446696	-0.998842	0
240	-1.22333	1.22333	-0.998842	1.22333	0.446696	0.998842	0
241	-1.22333	1.22333	-0.998842	1.22333	1.34009	-0.998842	0
242	-1.22333	1.22333	-0.998842	1.22333	1.34009	0.998842	0
243	-1.22333	1.22333	0.998842	-1.22333	-1.34009	-0.998842	0
244	-1.22333	1.22333	0.998842	-1.22333	-1.34009	0.998842	0
245	-1.22333	1.22333	0.998842	-1.22333	-0.446696	-0.998842	0
246	-1.22333	1.22333	0.998842	-1.22333	-0.446696	0.998842	0
247	-1.22333	1.22333	0.998842	-1.22333	0.446696	-0.998842	1
248	-1.22333	1.22333	0.998842	-1.22333	0.446696	0.998842	1
249	-1.22333	1.22333	0.998842	-1.22333	1.34009	-0.998842	0
250	-1.22333	1.22333	0.998842	-1.22333	1.34009	0.998842	0
251	-1.22333	1.22333	0.998842	0	-1.34009	-0.998842	0
252	-1.22333	1.22333	0.998842	0	-1.34009	0.998842	0
253	-1.22333	1.22333	0.998842	0	-0.446696	-0.998842	0
254	-1.22333	1.22333	0.998842	0	-0.446696	0.998842	0
255	-1.22333	1.22333	0.998842	0	0.446696	-0.998842	0
256	-1.22333	1.22333	0.998842	0	0.446696	0.998842	0
257	-1.22333	1.22333	0.998842	0	1.34009	-0.998842	0
258	-1.22333	1.22333	0.998842	0	1.34009	0.998842	0
259	-1.22333	1.22333	0.998842	1.22333	-1.34009	-0.998842	0
260	-1.22333	1.22333	0.998842	1.22333	-1.34009	0.998842	0
261	-1.22333	1.22333	0.998842	1.22333	-0.446696	-0.998842	0
262	-1.22333	1.22333	0.998842	1.22333	-0.446696	0.998842	0
263	-1.22333	1.22333	0.998842	1.22333	0.446696	-0.998842	0
264	-1.22333	1.22333	0.998842	1.22333	0.446696	0.998842	0
265	-1.22333	1.22333	0.998842	1.22333	1.34009	-0.998842	0
266	-1.22333	1.22333	0.998842	1.22333	1.34009	0.998842	0
267	0	-1.22333	-0.998842	-1.22333	-1.34009	-0.998842	1
268	0	-1.22333	-0.998842	-1.22333	-1.34009	0.998842	1
269	0	-1.22333	-0.998842	-1.22333	-0.446696	-0.998842	1
270	0	-1.22333	-0.998842	-1.22333	-0.446696	0.998842	1
271	0	-1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
272	0	-1.22333	-0.998842	-1.22333	0.446696	0.998842	1
273	0	-1.22333	-0.998842	-1.22333	1.34009	-0.998842	0
274	0	-1.22333	-0.998842	-1.22333	1.34009	0.998842	0
275	0	-1.22333	-0.998842	0	-1.34009	-0.998842	1
276	0	-1.22333	-0.998842	0	-1.34009	0.998842	1
277	0	-1.22333	-0.998842	0	-0.446696	-0.998842	1
278	0	-1.22333	-0.998842	0	-0.446696	0.998842	1
279	0	-1.22333	-0.998842	0	0.446696	-0.998842	1
280	0	-1.22333	-0.998842	0	0.446696	0.998842	1
281	0	-1.22333	-0.998842	0	1.34009	-0.998842	0
282	0	-1.22333	-0.998842	0	1.34009	0.998842	0
283	0	-1.22333	-0.998842	1.22333	-1.34009	-0.998842	1
284	0	-1.22333	-0.998842	1.22333	-1.34009	0.998842	1
285	0	-1.22333	-0.998842	1.22333	-0.446696	-0.998842	1
286	0	-1.22333	-0.998842	1.22333	-0.446696	0.998842	1
287	0	-1.22333	-0.998842	1.22333	0.446696	-0.998842	1
288	0	-1.22333	-0.998842	1.22333	0.446696	0.998842	1
289	0	-1.22333	-0.998842	1.22333	1.34009	-0.998842	0
290	0	-1.22333	-0.998842	1.22333	1.34009	0.998842	0
291	0	-1.22333	0.998842	-1.22333	-1.34009	-0.998842	1
292	0	-1.22333	0.998842	-1.22333	-1.34009	0.998842	1
293	0	-1.22333	0.998842	-1.22333	-0.446696	-0.998842	1
294	0	-1.22333	0.998842	-1.22333	-0.446696	0.998842	1
295	0	-1.22333	0.998842	-1.22333	0.446696	-0.998842	1
296	0	-1.22333	0.998842	-1.22333	0.446696	0.998842	1
297	0	-1.22333	0.998842	-1.22333	1.34009	-0.998842	0
298	0	-1.22333	0.998842	-1.22333	1.34009	0.998842	0
299	0	-1.22333	0.998842	0	-1.34009	-0.998842	1
300	0	-1.22333	0.998842	0	-1.34009	0.998842	1
301	0	-1.22333	0.998842	0	-0.446696	-0.998842	1
302	0	-1.22333	0.998842	0	-0.446696	0.998842	1
303	0	-1.22333	0.998842	0	0.446696	-0.998842	1
304	0	-1.22333	0.998842	0	0.446696	0.998842	1
305	0	-1.22333	0.998842	0	1.34009	-0.998842	0
306	0	-1.22333	0.998842	0	1.34009	0.998842	0
307	0	-1.22333	0.998842	1.22333	-1.34009	-0.998842	1
308	0	-1.22333	0.998842	1.22333	-1.34009	0.998842	1
309	0	-1.22333	0.998842	1.22333	-0.446696	-0.998842	1
310	0	-1.22333	0.998842	1.22333	-0.446696	0.998842	1
311	0	-1.22333	0.998842	1.22333	0.446696	-0.998842	1
312	0	-1.22333	0.998842	1.22333	0.446696	0.998842	1
313	0	-1.22333	0.998842	1.22333	1.34009	-0.998842	0
314	0	-1.22333	0.998842	1.22333	1.34009	0.998842	0
315	0	0	-0.998842	-1.22333	-1.34009	-0.998842	1
316	0	0	-0.998842	-1.22333	-1.34009	0.998842	1
317	0	0	-0.998842	-1.22333	-0.446696	-0.998842	1
318	0	0	-0.998842	-1.22333	-0.446696	0.998842	1
319	0	0	-0.998842	-1.22333	0.446696	-0.998842	1
320	0	0	-0.998842	-1.22333	0.446696	0.998842	1
321	0	0	-0.998842	-1.22333	1.34009	-0.998842	0
322	0	0	-0.998842	-1.22333	1.34009	0.998842	0
323	0	0	-0.998842	0	-1.34009	-0.998842	1
324	0	0	-0.998842	0	-1.34009	0.998842	1
325	0	0	-0.998842	0	-0.446696	-0.998842	1
326	0	0	-0.998842	0	-0.446696	0.998842	1
327	0	0	-0.998842	0	0.446696	-0.998842	1
328	0	0	-0.998842	0	0.446696	0.998842	1
329	0	0	-0.998842	0	1.34009	-0.998842	0
330	0	0	-0.998842	0	1.34009	0.998842	0
331	0	0	-0.998842	1.22333	-1.34009	-0.998842	1
332	0	0	-0.998842	1.22333	-1.34009	0.998842	1
333	0	0	-0.998842	1.22333	-0.446696	-0.998842	1
334	0	0	-0.998842	1.22333	-0.446696	0.998842	1
335	0	0	-0.998842	1.22333	0.446696	-0.998842	1
336	0	0	-0.998842	1.22333	0.446696	0.998842	1
337	0	0	-0.998842	1.22333	1.34009	-0.998842	0
338	0	0	-0.998842	1.22333	1.34009	0.998842	0
339	0	0	0.998842	-1.22333	-1.34009	-0.998842	1
340	0	0	0.998842	-1.22333	-1.34009	0.998842	1
341	0	0	0.998842	-1.22333	-0.446696	-0.998842	1
342	0	0	0.998842	-1.22333	-0.446696	0.998842	1
343	0	0	0.998842	-1.22333	0.446696	-0.998842	1
344	0	0	0.998842	-1.22333	0.446696	0.998842	1
345	0	0	0.998842	-1.22333	1.34009	-0.998842	0
346	0	0	0.998842	-1.22333	1.34009	0.998842	0
347	0	0	0.998842	0	-1.34009	-0.998842	1
348	0	0	0.998842	0	-1.34009	0.998842	1
349	0	0	0.998842	0	-0.446696	-0.998842	1
350	0	0	0.998842	0	-0.446696	0.998842	1
351	0	0	0.998842	0	0.446696	-0.998842	1
352	0	0	0.998842	0	0.446696	0.998842	1
353	0	0	0.998842	0	1.34009	-0.998842	0
354	0	0	0.998842	0	1.34009	0.998842	0
355	0	0	0.998842	1.22333	-1.34009	-0.998842	1
356	0	0	0.998842	1.22333	-1.34009	0.998842	1
357	0	0	0.998842	1.22333	-0.446696	-0.998842	1
358	0	0	0.998842	1.22333	-0.446696	0.998842	1
359	0	0	0.998842	1.22333	0.446696	-0.998842	1
360	0	0	0.998842	1.22333	0.446696	0.998842	1
361	0	0	0.998842	1.22333	1.34009	-0.998842	0
362	0	0	0.998842	1.22333	1.34009	0.998842	0
363	0	1.22333	-0.998842	-1.22333	-1.34009	-0.998842	0
364	0	1.22333	-0.998842	-1.22333	-1.34009	0.998842	0
365	0	1.22333	-0.998842	-1.22333	-0.446696	-0.998842	0
366	0	1.22333	-0.998842	-1.22333	-0.446696	0.998842	0
367	0	1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
368	0	1.22333	-0.998842	-1.22333	0.446696	0.998842	1
369	0	1.22333	-0.998842	-1.22333	1.34009	-0.998842	0
370	0	1.22333	-0.998842	-1.22333	1.34009	0.998842	0
371	0	1.22333	-0.998842	0	-1.34009	-0.998842	0
372	0	1.22333	-0.998842	0	-1.34009	0.998842	0
373	0	1.22333	-0.998842	0	-0.446696	-0.998842	0
374	0	1.22333	-0.998842	0	-0.446696	0.998842	0
375	0	1.22333	-0.998842	0	0.446696	-0.998842	0
376	0	1.22333	-0.998842	0	0.446696	0.998842	0
377	0	1.22333	-0.998842	0	1.34009	-0.998842	0
378	0	1.22333	-0.998842	0	1.34009	0.998842	0
379	0	1.22333	-0.998842	1.22333	-1.34009	-0.998842	0
380	0	1.22333	-0.998842	1.22333	-1.34009	0.998842	0
381	0	1.22333	-0.998842	1.22333	-0.446696	-0.998842	0
382	0	1.22333	-0.998842	1.22333	-0.446696	0.998842	0
383	0	1.22333	-0.998842	1.22333	0.446696	-0.998842	0
384	0	1.22333	-0.998842	1.22333	0.446696	0.998842	0
385	0	1.22333	-0.998842	1.22333	1.34009	-0.998842	0
386	0	1.22333	-0.998842	1.22333	1.34009	0.998842	0
387	0	1.22333	0.998842	-1.22333	-1.34009	-0.998842	0
388	0	1.22333	0.998842	-1.22333	-1.34009	0.998842	0
389	0	1.22333	0.998842	-1.22333	-0.446696	-0.998842	0
390	0	1.22333	0.998842	-1.22333	-0.446696	0.998842	0
391	0	1.22333	0.998842	-1.22333	0.446696	-0.998842	1
392	0	1.22333	0.998842	-1.22333	0.446696	0.998842	1
393	0	1.22333	0.998842	-1.22333	1.34009	-0.998842	0
394	0	1.22333	0.998842	-1.22333	1.34009	0.998842	0
395	0	1.22333	0.998842	0	-1.34009	-0.998842	0
396	0	1.22333	0.998842	0	-1.34009	0.998842	0
397	0	1.22333	0.998842	0	-0.446696	-0.998842	0
398	0	1.22333	0.998842	0	-0.446696	0.998842	0
399	0	1.22333	0.998842	0	0.446696	-0.998842	0
400	0	1.22333	0.998842	0	0.446696	0.998842	0
401	0	1.22333	0.998842	0	1.34009	-0.998842	0
402	0	1.22333	0.998842	0	1.34009	0.998842	0
403	0	1.22333	0.998842	1.22333	-1.34009	-0.998842	0
404	0	1.22333	0.998842	1.22333	-1.34009	0.998842	0
405	0	1.22333	0.998842	1.22333	-0.446696	-0.998842	0
406	0	1.22333	0.998842	1.22333	-0.446696	0.998842	0
407	0	1.22333	0.998842	1.22333	0.446696	-0.998842	0
408	0	1.22333	0.998842	1.22333	0.446696	0.998842	0
409	0	1.22333	0.998842	1.22333	1.34009	-0.998842	0
410	0	1.22333	0.998842	1.22333	1.34009	0.998842	0
411	1.22333	-1.22333	-0.998842	-1.22333	-1.34009	-0.998842	1
412	1.22333	-1.22333	-0.998842	-1.22333	-1.34009	0.998842	1
413	1.22333	-1.22333	-0.998842	-1.22333	-0.446696	-0.998842	1
414	1.22333	-1.22333	-0.998842	-1.22333	-0.446696	0.998842	1
415	1.22333	-1.22333	-0.998842	-1.22333	0.446696	-0.998842	1
416	1.22333	-1.22333	-0.998842	-1.22333	0.446696	0.998842	1
