	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	clase
44	-1.25394	0.754386	1.34334	1.03668	-0.0664547	0.509805	1.86137	1.04646	0.611307	-1.01499	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
45	-1.25394	2.24707	1.34334	1.00129	-0.699357	1.33741	-0.963168	1.04646	1.5635	1.9739	-0.956631	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	1.999	-1.30422	1
46	1.13149	-0.821225	1.34334	-0.662275	-0.699357	-1.1454	-0.963168	1.04646	0.611307	-0.047998	0.4606	1.02657	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
47	1.13149	1.25195	-0.503176	-0.343721	0.566448	1.33741	0.449102	1.04646	0.611307	0.303636	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
48	-1.25394	-1.23586	-0.503176	-0.662275	0.566448	-1.97301	-0.963168	-0.765594	-0.340885	-1.1029	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	2.14056	-1.57538	6.66409	-0.49975	-1.30422	0
49	1.13149	-0.821225	1.34334	1.39063	-0.699357	-0.3178	0.449102	1.04646	-0.340885	0.303636	0.4606	1.02657	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
50	1.13149	-0.738298	-0.503176	-0.41451	-0.0664547	-0.3178	-0.963168	-0.765594	-1.29308	-0.663357	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	-3.12137	4.83393	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
51	-0.458797	0.256825	0.420083	-0.343721	1.83225	-1.1454	0.449102	-0.765594	-0.340885	-0.575449	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
52	-0.458797	0.505605	0.420083	0.965893	-0.699357	1.33741	0.449102	-0.765594	0.611307	-0.48754	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
53	1.13149	-0.738298	-0.503176	-0.69767	-0.699357	-0.3178	0.449102	-0.765594	0.611307	-0.927083	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
54	1.13149	-0.240737	-0.503176	0.0456241	1.83225	-0.3178	0.449102	-1.67162	-0.340885	-0.399632	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
55	-0.458797	1.25195	0.420083	-0.379115	-0.699357	1.33741	0.449102	1.04646	1.5635	1.88599	-2.37386	1.02657	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
56	1.13149	-1.23586	-1.42644	-0.874645	1.83225	-0.3178	0.449102	-0.765594	-1.29308	-0.839174	-0.956631	-0.704573	2.3337	-0.822906	-0.195916	1.80838	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
57	-0.458797	-0.738298	-0.503176	1.14287	1.83225	-1.97301	0.449102	-1.67162	1.5635	1.44645	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	1
58	1.13149	1.25195	1.34334	2.24011	-0.699357	-0.3178	-0.963168	-0.765594	0.611307	-0.399632	-0.956631	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
59	0.336345	-0.240737	-0.503176	-0.449905	-0.699357	1.33741	-0.963168	-0.765594	0.611307	-1.1029	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
60	-1.25394	1.25195	1.34334	1.03668	-0.699357	-1.1454	-0.963168	1.04646	1.5635	-1.1029	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	-3.12137	4.83393	2.14056	-1.57538	-0.149908	1.999	-1.30422	1
61	-0.458797	-0.987079	-0.503176	-0.662275	-0.699357	-0.3178	1.86137	-1.67162	-1.29308	-0.751266	-2.37386	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
62	-0.458797	-0.489517	1.34334	-0.62688	1.83225	1.33741	0.449102	1.04646	-1.29308	1.27063	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
63	-0.458797	1.25195	-2.34969	-0.449905	-0.699357	1.33741	0.449102	1.04646	1.5635	2.23762	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	1
64	-0.458797	2.24707	-2.34969	3.93907	-0.699357	-0.3178	0.449102	-0.765594	0.611307	-0.927083	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
65	1.13149	0.256825	-0.503176	-0.0251658	-0.699357	-1.1454	-0.963168	1.04646	-0.340885	-0.839174	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
66	1.13149	0.505605	-0.503176	0.682734	1.83225	1.33741	0.449102	1.04646	-0.340885	1.09481	0.4606	4.48884	2.3337	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
67	1.13149	-0.738298	-0.503176	-0.379115	-0.699357	-1.1454	-0.963168	-0.765594	0.611307	-0.575449	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
68	-0.458797	-0.738298	-0.503176	-0.803855	1.19935	-0.3178	1.86137	-1.67162	-1.29308	-1.19081	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
69	1.13149	1.25195	-0.503176	-0.520695	-0.699357	-0.3178	0.449102	1.04646	1.5635	0.127819	-0.956631	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
70	1.13149	1.25195	-0.503176	-0.308326	1.83225	-0.3178	-0.963168	1.04646	0.611307	-0.927083	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
71	1.13149	1.25195	-0.503176	1.70919	-0.699357	-0.3178	-0.963168	-0.765594	-0.340885	-0.48754	-2.37386	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
72	1.13149	-1.15293	1.34334	-0.91004	1.83225	1.33741	0.449102	-0.765594	-0.340885	0.918995	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	0
73	-1.25394	-1.07001	1.34334	-0.733065	-0.699357	1.33741	0.449102	1.04646	1.5635	1.35854	-2.37386	1.02657	2.3337	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
74	-0.458797	1.74951	1.34334	0.965893	-0.699357	0.509805	-0.963168	-1.67162	-1.29308	0.479453	-2.37386	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
75	-1.25394	1.25195	-0.503176	-0.449905	1.83225	1.33741	0.449102	1.04646	1.5635	0.391544	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	1
76	-1.25394	-0.738298	1.34334	-0.62688	-0.699357	1.33741	0.449102	1.04646	1.5635	2.67716	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	-1.30422	0
77	-1.25394	1.74951	-0.503176	0.257994	-0.699357	-1.1454	0.449102	0.140434	0.611307	-0.135906	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
78	-0.458797	-0.821225	0.420083	0.541154	-0.699357	0.509805	0.449102	1.04646	-0.340885	1.35854	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
79	1.13149	2.74463	-2.34969	2.16932	1.83225	-0.3178	0.449102	-0.765594	-0.340885	0.303636	0.4606	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
80	-0.458797	0.754386	-0.503176	0.187204	-0.699357	-1.1454	1.86137	-1.67162	-0.340885	-1.19081	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
81	1.13149	0.256825	-0.503176	0.930498	1.83225	-1.1454	-0.963168	-1.67162	0.611307	0.743178	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
82	1.13149	-0.489517	-0.503176	-0.733065	0.566448	1.33741	0.449102	0.140434	-0.340885	1.0069	-0.956631	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
83	1.13149	-0.240737	-0.503176	-0.591485	-0.0664547	-0.3178	-0.963168	1.04646	-0.340885	-1.01499	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	1.999	-1.30422	0
84	-1.25394	0.256825	-0.503176	-0.520695	-0.699357	1.33741	-0.963168	1.04646	-1.29308	1.9739	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
85	-1.25394	-0.904152	-0.503176	-0.343721	-0.699357	1.33741	0.449102	1.04646	-1.29308	1.44645	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	0
86	1.13149	-0.738298	1.34334	-0.662275	-0.699357	-0.3178	-0.963168	-0.765594	-1.29308	-0.575449	0.4606	1.02657	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	-3.12137	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
87	-0.458797	-0.240737	1.34334	-0.69767	-0.699357	-1.1454	-0.963168	-1.67162	-0.340885	-0.751266	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
88	-0.458797	1.25195	-0.503176	3.30196	-0.0664547	-0.3178	0.449102	1.04646	1.5635	1.0069	0.4606	-0.704573	2.3337	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	-1.57538	-0.149908	-0.49975	0.765973	1
89	-1.25394	-0.240737	-0.503176	-0.379115	-0.0664547	0.509805	0.449102	0.140434	0.611307	-0.48754	0.4606	-0.704573	2.3337	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	-1.30422	0
90	-1.25394	-0.738298	-2.34969	-0.76846	-0.699357	0.509805	0.449102	0.140434	-1.29308	-0.663357	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	1
91	1.13149	-0.738298	1.34334	-0.945435	-0.699357	1.33741	0.449102	1.04646	-1.29308	1.79808	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
92	-1.25394	-0.738298	1.34334	-0.662275	-0.699357	1.33741	0.449102	0.140434	-1.29308	1.62226	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	2.94958	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
93	1.13149	-0.738298	1.34334	-0.874645	1.83225	1.33741	-0.963168	0.140434	-0.340885	-0.223815	-2.37386	-0.704573	2.3337	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	1.999	-1.30422	1
94	0.336345	0.256825	1.34334	0.116414	1.83225	1.33741	0.449102	1.04646	1.5635	-1.36663	0.4606	1.02657	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	-3.12137	4.83393	2.14056	-1.57538	-0.149908	-0.49975	0.765973	0
95	-0.458797	-0.738298	-0.503176	-0.69767	1.19935	1.33741	0.449102	1.04646	-1.29308	1.62226	0.4606	-0.704573	-0.428075	1.21399	-0.195916	1.80838	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
96	-0.458797	2.74463	-2.34969	4.46999	-0.699357	-1.1454	0.449102	1.04646	1.5635	1.9739	0.4606	-0.704573	-0.428075	1.21399	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	2.14056	-1.57538	-0.149908	-0.49975	0.765973	1
97	1.13149	-0.738298	1.34334	-0.449905	1.83225	0.509805	-0.963168	-0.765594	0.611307	2.23762	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
98	-0.458797	-0.240737	-0.503176	-0.237536	-0.0664547	-0.3178	0.449102	1.04646	0.611307	-0.135906	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
99	-0.458797	1.25195	1.34334	-0.343721	-0.699357	1.33741	0.449102	1.04646	-1.29308	0.0399104	0.4606	-0.704573	-0.428075	-0.822906	-0.195916	-0.552429	-0.338692	0.320052	-0.206664	-0.4667	0.634131	-0.149908	-0.49975	0.765973	0
