	f1	f2	f3	f4	f5	f6	clase
105	1.25105	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
106	1.30603	1.76402	0.841625	0.704154	1.01256	1.17828	1
107	1.30603	1.76402	0.841625	0.704154	1.01256	-0.841625	1
108	1.30603	-0.562162	-1.17828	-1.40831	-0.979364	-0.841625	0
109	1.30603	1.76402	0.841625	-1.40831	1.01256	-0.841625	0
110	1.30603	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
111	1.361	1.76402	0.841625	0.704154	1.01256	1.17828	1
112	1.361	-0.562162	-1.17828	-1.40831	-0.979364	-0.841625	0
113	1.361	1.76402	0.841625	-1.40831	1.01256	-0.841625	0
114	1.361	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
115	1.41597	1.76402	0.841625	0.704154	1.01256	-0.841625	1
116	1.47094	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
117	1.52591	-0.562162	-1.17828	-1.40831	-0.979364	-0.841625	0
118	1.52591	1.76402	0.841625	-1.40831	1.01256	-0.841625	0
119	1.52591	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
120	1.52591	-0.562162	0.841625	0.704154	-0.979364	1.17828	0
