	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	clase
18	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	-0.499573	-0.626915	-1.21047	-1.35789	0.614558	1.34846	-0.946364	-0.706612	-0.727275	0.14746	-1.56947	-2.73368	-2.04664	0.0642017	-0.451998	0.450595	-0.12305	-0.516206	-0.0893423	0.192315	2.34048	0.00656096	0.294997	-0.105589	0.111585	1
19	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	-0.499573	-0.626915	0.0167788	-1.35789	0.614558	-0.76937	1.296	-1.53967	0.027846	0.711776	-1.68678	0.266108	-2.04664	0.815966	-0.935711	0.167348	-0.250511	-0.516206	-0.0893423	0.192315	0.106361	-0.105413	0.294997	0.14398	0.111585	1
20	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	-0.499573	-0.626915	-1.21047	-1.35789	0.614558	1.34846	1.296	-1.53967	0.771696	0.774478	-1.45216	0.266108	-2.04664	0.182125	-0.935711	0.261764	0.0681409	-0.516206	-0.0893423	-2.22613	1.22342	-0.105413	0.294997	0.14398	0.111585	1
21	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	-1.56184	-1.63512	0.996225	-0.167058	-0.903656	0.852732	0.614558	1.34846	0.548548	-0.706612	-0.35535	0.460969	-0.982926	0.51609	0.215785	-0.805486	1.48285	0.450595	0.503632	-0.516206	-0.0893423	-1.18966	0.106361	-0.32936	0.294997	0.467954	0.111585	1
22	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	-1.56184	0.642925	0.996225	-0.167058	1.24403	0.852732	0.614558	1.34846	-0.198908	-0.706612	-0.727275	-0.16605	-0.279068	0.51609	0.215785	-0.805486	1.48285	0.719317	0.110628	-0.516206	-0.0893423	-2.39888	0.106361	-0.32936	0.294997	0.467954	0.111585	1
23	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-0.167058	-0.903656	0.852732	0.614558	1.34846	-0.946364	-0.944628	-0.727275	0.649074	-0.982926	0.51609	-0.161286	-0.628601	0.999141	0.399756	0.450523	1.14278	-0.0893423	-0.671416	0.106361	-0.32936	0.294997	-0.347794	0.111585	1
24	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	-0.252581	0.614558	1.34846	-0.198908	-1.18264	-0.727275	0.335565	-0.748307	1.26604	0.215785	-0.805486	0.515428	0.719317	0.110628	-0.516206	-0.0893423	0.192315	0.106361	-0.32936	0.294997	0.467954	0.111585	0
25	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	1.24403	0.852732	1.53192	1.34846	-0.198908	-1.06364	-0.727275	-0.479559	-0.513688	1.26604	-0.161286	0.373752	0.757285	0.356179	-0.208024	-0.516206	-0.0893423	-0.153177	-0.731433	0.230508	0.294997	0.467954	0.111585	0
26	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	1.24403	0.852732	1.53192	1.34846	0.17482	-1.06364	-0.727275	-0.793068	-0.982926	1.26604	-0.538358	0.373752	0.152644	0.356179	-0.208024	-0.516206	-0.0893423	-0.671416	-0.731433	0.230508	0.294997	0.467954	0.111585	0
27	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	1.24403	0.852732	1.53192	1.34846	0.548548	-0.706612	0.399771	-0.16605	-0.279068	1.26604	0.215785	0.373752	0.878213	0.356179	-0.208024	-0.516206	-0.0893423	0.192315	0.106361	0.230508	0.294997	0.467954	0.111585	1
28	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	1.53192	1.34846	0.548548	-0.706612	0.399771	-0.040646	-0.748307	1.26604	-0.161286	0.0642017	0.878213	0.450595	-0.12305	-0.516206	-0.0893423	0.192315	0.106361	0.230508	0.294997	0.467954	0.111585	1
29	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	0.996225	1.67237	-0.903656	0.852732	0.614558	1.34846	-0.572636	-1.06364	-2.98137	-0.16605	-0.396378	0.266108	0.215785	-0.805486	0.757285	0.450595	0.503632	-0.516206	-0.0893423	-0.671416	-0.452169	-0.32936	0.294997	0.467954	0.111585	0
30	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	0.996225	1.67237	-0.903656	0.852732	0.614558	-0.76937	-0.946364	-0.706612	-0.35535	1.08799	-0.982926	0.266108	0.592856	-0.805486	0.999141	0.450595	0.503632	-0.516206	-0.0893423	0.192315	0.106361	0.00656096	0.294997	0.394324	0.111585	0
31	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	-0.903656	0.852732	-1.22016	1.34846	-0.385772	-0.82562	-0.727275	0.460969	1.36327	0.266108	0.0649564	2.14261	0.636357	-0.551664	-0.154916	-0.516206	-0.0893423	0.0195689	-0.452169	0.230508	0.294997	0.467954	0.111585	1
32	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	1.24403	0.852732	-1.22016	1.34846	-0.385772	-0.82562	-0.727275	0.774478	1.48057	0.266108	0.215785	2.3932	0.636357	-0.660605	-0.176159	-0.516206	-0.0893423	0.537808	-0.452169	0.230508	0.294997	0.467954	0.111585	1
33	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	-1.54663	-0.903656	0.852732	0.614558	1.34846	0.17482	-0.82562	0.027846	-0.730366	-0.0444493	-0.233856	-0.387529	0.31479	-0.669669	0.123772	0.163737	-0.516206	-0.0893423	0.192315	-0.731433	0.118535	0.294997	1.00119	0.111585	1
34	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	-1.54663	0.630402	0.852732	0.614558	-0.76937	-0.198908	-0.82562	-0.727275	-0.793068	-1.10024	-0.233856	-0.538358	0.447454	-0.669669	0.0438814	0.195602	0.313288	-0.0893423	0.192315	-0.172904	0.118535	0.294997	0.669469	0.111585	1
35	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	0.996225	1.67237	-0.903656	0.852732	0.614558	1.34846	-0.198908	-0.468595	0.771696	1.08799	-0.0444493	0.266108	0.592856	-0.805486	1.48285	0.450595	0.503632	1.14278	-0.0893423	0.192315	0.106361	-0.32936	0.294997	-0.105589	0.111585	0
36	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	-0.499573	-0.626915	-1.21047	-1.35789	0.614558	1.34846	-0.946364	-1.06364	-0.727275	0.0847577	-1.68678	0.766072	-2.04664	-0.805486	-0.875247	0.75563	0.0575192	-0.516206	-0.0893423	-2.39888	0.944154	0.118535	0.294997	0.467954	0.111585	1
37	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	-0.903656	-0.252581	0.614558	-0.76937	0.17482	-1.53967	-2.98137	-0.16605	0.19017	-0.233856	0.215785	0.226347	-0.451998	0.399756	-0.165537	-0.516206	-0.0893423	0.192315	1.50268	-0.32936	0.294997	0.14398	0.111585	0
38	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	-1.24747	0.752658	-0.903656	0.852732	0.614558	1.34846	-0.198908	-0.944628	0.027846	0.460969	2.06712	1.26604	0.0649564	-0.805486	-0.693854	0.450595	0.503632	0.313288	-0.0893423	1.05605	-0.452169	0.790377	0.294997	0.136229	0.111585	1
39	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	-1.24747	0.752658	1.24403	0.852732	-1.22016	1.34846	-0.7595	-0.944628	-0.727275	-0.16605	0.424789	1.26604	0.291199	0.31479	-0.693854	0.123772	0.163737	1.14278	-0.0893423	0.192315	0.106361	0.790377	0.294997	0.136229	0.111585	1
40	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	1.24403	-1.35789	-1.22016	1.34846	-0.385772	-0.82562	0.399771	-0.16605	0.776718	0.266108	0.517442	-0.805486	-0.935711	0.719317	0.110628	-0.516206	-0.0893423	0.710554	0.106361	-0.553308	0.294997	0.136229	0.111585	1
41	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	-0.903656	-1.35789	-1.22016	-0.76937	-0.572636	-0.82562	0.399771	0.460969	0.19017	1.26604	0.366613	0.226347	-0.935711	0.399756	-0.165537	-0.516206	-0.0893423	1.05605	0.106361	-0.553308	0.294997	0.136229	0.111585	1
42	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	-0.499573	-0.626915	-1.21047	-1.35789	-1.22016	1.34846	-0.946364	-1.06364	-0.727275	0.0847577	-1.68678	0.766072	-2.04664	-0.805486	-0.875247	0.661215	0.195602	-0.516206	-0.0893423	-2.39888	0.944154	0.118535	0.294997	0.467954	0.111585	1
43	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-0.167058	1.24403	0.852732	0.614558	-0.76937	0.548548	-0.944628	-0.727275	0.460969	0.424789	0.766072	0.215785	-0.805486	1.16844	0.218187	0.843528	4.46076	-0.0893423	-0.671416	0.106361	-0.32936	0.294997	0.14398	0.111585	1
44	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-0.167058	-0.903656	0.852732	0.614558	-0.76937	0.548548	-0.944628	0.399771	0.649074	0.19017	0.51609	0.215785	-0.805486	1.16844	0.218187	0.843528	4.46076	-0.0893423	-1.53515	1.50268	-0.32936	0.294997	0.14398	0.111585	1
45	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-1.22016	1.34846	1.296	-0.944628	0.027846	0.335565	-2.50795	0.266108	-0.236701	-0.628601	-0.742226	0.399756	0.450523	-0.516206	-0.0893423	-1.70789	2.06121	0.00656096	0.294997	0.136229	0.111585	1
46	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.996225	1.21252	1.24403	0.852732	-1.22016	1.34846	0.735412	-0.944628	-0.35535	0.83718	-2.39064	0.266108	-0.538358	0.359011	-0.742226	0.261764	-0.0486982	-0.516206	-0.0893423	-1.18966	-0.731433	0.00656096	0.294997	0.136229	0.111585	1
47	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-0.167058	-0.903656	0.852732	0.614558	-0.76937	0.548548	-0.944628	0.399771	1.08799	1.01134	0.51609	0.592856	-0.805486	1.241	0.450595	0.503632	-0.516206	-0.0893423	-1.88064	-0.731433	-0.32936	0.294997	0.14398	0.111585	1
48	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-1.54663	-0.903656	0.852732	0.614558	1.34846	-1.32009	-1.53967	-0.727275	-1.42009	-0.396378	-0.233856	-0.161286	-0.805486	-0.451998	0.356179	0.641715	-0.516206	-0.0893423	0.192315	-0.312536	-0.32936	0.294997	0.136229	0.111585	1
49	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-1.54663	0.630402	0.852732	0.614558	1.34846	-1.32009	-1.53967	-0.35535	-0.793068	-0.982926	-0.233856	-0.161286	-0.805486	-0.451998	0.450595	0.503632	1.55753	-0.0893423	-1.18966	-0.172904	-0.32936	0.294997	0.136229	0.111585	1
50	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	-1.24747	0.752658	1.24403	0.852732	1.53192	1.34846	-0.198908	-0.587603	0.771696	0.398267	-0.0444493	-0.73382	0.517442	-0.451715	0.515428	0.610375	0.0150322	-0.516206	-0.0893423	0.0195689	0.944154	0.230508	0.294997	0.14398	0.111585	1
51	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-1.22016	1.34846	0.17482	-1.18264	0.771696	1.08799	-0.0444493	0.266108	-0.840015	1.27292	-1.66128	-0.152213	-0.112429	-0.516206	-0.0893423	0.192315	0.106361	1.91011	0.294997	-0.340431	0.111585	0
52	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-1.22016	1.34846	0.361684	-1.18264	-0.35535	0.774478	-0.748307	0.266108	-0.538358	1.27292	-1.17757	-0.152213	-0.112429	1.14278	-0.0893423	0.192315	0.106361	1.91011	0.294997	-0.340431	0.111585	0
53	-0.88764	-0.185139	-4.06686	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	0.996225	-0.167058	-0.903656	0.852732	0.614558	-0.76937	-0.198908	-0.587603	-0.727275	-0.16605	-1.21754	0.266108	0.0649564	-0.805486	-0.210141	0.450595	0.503632	-0.516206	-0.0893423	-2.39888	0.106361	0.00656096	0.294997	0.14398	0.111585	1
54	-0.88764	-0.185139	-4.06686	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	-1.63512	0.996225	-0.167058	1.24403	0.852732	0.614558	1.34846	-0.198908	-0.587603	0.027846	0.774478	-1.21754	0.766072	-0.161286	-0.805486	-0.210141	0.450595	0.503632	-0.516206	-0.0893423	-2.39888	0.106361	0.00656096	0.294997	0.136617	0.111585	1
55	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	-1.24747	0.2928	1.24403	-0.252581	0.614558	1.34846	-0.198908	-1.89669	-0.35535	1.71501	0.776718	-0.233856	0.215785	-0.805486	0.515428	0.719317	0.110628	-0.516206	-0.0893423	0.192315	-0.172904	-0.32936	0.294997	0.136617	0.111585	1
56	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	-0.167058	1.24403	0.852732	0.614558	-0.76937	0.548548	-0.944628	-0.727275	1.08799	0.659408	-2.73368	0.592856	-0.805486	1.241	0.218187	0.843528	-0.516206	-0.0893423	-0.671416	-0.452169	-0.32936	0.294997	0.14398	0.111585	1
57	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.248326	-1.08677	0.630402	-1.35789	-1.22016	1.34846	-0.572636	-1.53967	1.52682	-2.04711	-1.9214	0.266108	1.42241	-0.112684	-0.935711	0.450595	0.00441051	-0.516206	-0.0893423	-0.671416	0.106361	-0.553308	0.294997	0.136617	0.111585	1
58	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.248326	-1.08677	-0.903656	-1.35789	-1.22016	1.34846	-0.572636	-1.53967	1.89874	0.460969	-0.982926	0.266108	1.72407	-0.805486	-0.935711	0.719317	0.110628	-0.516206	-0.0893423	0.710554	1.50268	-0.553308	0.294997	0.136617	0.111585	1
59	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	-1.54663	0.630402	0.852732	-1.22016	1.34846	0.548548	-0.587603	-0.727275	-0.416857	-2.15602	-0.233856	-0.161286	0.742264	-0.0892129	0.000304978	0.0362757	0.313288	-0.0893423	0.0195689	-0.452169	-0.553308	0.294997	-0.340431	0.111585	0
60	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-0.3028	-0.76937	-0.198908	-0.468595	0.771696	5.79063	-0.0444493	0.766072	0.215785	0.491675	0.757285	0.167348	-0.016833	6.11974	-0.0893423	-0.153177	0.106361	0.790377	0.294997	-0.105589	0.111585	0
61	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	-1.63512	0.996225	1.21252	1.24403	0.852732	-0.3028	0.289548	-0.198908	-0.468595	0.963294	-0.52345	-0.279068	0.266108	-0.840015	0.255828	0.515428	-0.0795852	0.503632	-0.101459	-0.0893423	0.537808	1.22342	0.790377	0.294997	-0.105589	0.111585	0
62	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-0.3028	-0.76937	-0.198908	-1.42066	-0.35535	-0.16605	-0.161759	0.266108	-0.538358	0.580118	0.515428	-0.0360087	0.216845	-0.516206	-0.0893423	0.192315	0.106361	0.790377	0.294997	0.14398	0.111585	1
63	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	1.24403	0.852732	-0.3028	-0.76937	-0.198908	-1.42066	-0.727275	-0.16605	0.0728602	0.266108	-0.538358	0.93389	0.515428	-0.261154	0.291197	-0.516206	-0.0893423	0.192315	0.106361	0.790377	0.294997	0.14398	0.111585	1
64	0.142908	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-0.3028	1.34846	-3.18873	-0.944628	0.027846	-0.667665	-1.21754	0.266108	-0.689186	-0.805486	0.515428	0.719317	0.110628	-0.516206	-0.0893423	0.192315	0.66489	0.790377	0.294997	0.394324	0.111585	0
65	0.142908	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	1.21252	-0.903656	0.852732	-0.3028	-0.76937	-3.18873	-0.349587	-0.35535	-0.793068	0.19017	0.266108	0.215785	-0.805486	0.515428	0.719317	0.110628	-0.516206	-0.0893423	-4.12634	-2.68628	0.790377	0.294997	0.643892	0.111585	0
66	0.142908	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	-1.63512	0.996225	1.21252	-0.903656	0.852732	-0.3028	1.34846	-3.18873	-1.30165	0.027846	0.711776	-0.748307	1.26604	-0.0858721	-0.805486	0.515428	0.719317	0.110628	-0.516206	-0.0893423	0.192315	0.106361	0.790377	0.294997	0.394324	0.111585	0
67	1.17346	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	-1.14449	-0.147265	0.263873	0.642925	0.996225	-0.167058	1.24403	0.852732	-0.3028	1.34846	-0.198908	-1.30165	0.963294	2.02852	0.776718	-0.483838	0.215785	-0.805486	0.273572	0.719317	0.110628	1.14278	-0.0893423	-1.01691	1.22342	0.790377	0.294997	0.394324	0.111585	0
68	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	-0.877564	0.698209	-0.147265	0.263873	0.642925	0.996225	-1.54663	0.630402	0.852732	0.614558	1.34846	-0.012044	-1.18264	0.399771	-0.793068	-0.982926	-0.233856	-0.538358	-0.466455	-0.0892129	0.356179	0.376171	1.14278	-0.0893423	0.192315	-0.731433	0.230508	0.294997	-0.340431	0.111585	1
69	-0.88764	-0.185139	0.312177	-0.258424	-0.141001	1.13729	0.698209	-0.147265	0.263873	0.642925	0.996225	1.67237	1.24403	0.852732	0.614558	-0.76937	-0.572636	-1.42066	-0.727275	0.586373	0.659408	1.26604	0.215785	-0.805486	0.757285	0.719317	0.110628	1.14278	-0.0893423	-0.671416	-0.172904	-0.32936	0.294997	-0.561555	0.111585	1
