	f1	f2	f3	f4	clase
48	-1.50149	0.33672	-1.33679	-1.30859	0
49	-0.656147	1.48987	-1.28012	-1.30859	0
50	-1.01844	0.567351	-1.33679	-1.30859	0
51	1.39683	0.33672	0.533509	0.263815	1
52	0.672249	0.33672	0.420157	0.394849	1
53	1.27607	0.10609	0.64686	0.394849	1
54	-0.414621	-1.73895	0.136778	0.132781	1
55	0.793012	-0.585801	0.476833	0.394849	1
56	-0.173094	-0.585801	0.420157	0.132781	1
57	0.551486	0.567351	0.533509	0.525883	1
58	-1.1392	-1.50832	-0.259953	-0.260321	1
59	0.913776	-0.355171	0.476833	0.132781	1
60	-0.776911	-0.816431	0.0801018	0.263815	1
61	-1.01844	-2.43084	-0.146601	-0.260321	1
62	0.0684325	-0.12454	0.250129	0.394849	1
63	0.189196	-1.96958	0.136778	-0.260321	1
64	0.309959	-0.355171	0.533509	0.263815	1
65	-0.293857	-0.355171	-0.0899257	0.132781	1
66	1.03454	0.10609	0.363481	0.263815	1
67	-0.293857	-0.12454	0.420157	0.394849	1
68	-0.0523308	-0.816431	0.193454	-0.260321	1
69	0.430722	-1.96958	0.420157	0.394849	1
70	-0.293857	-1.27769	0.0801018	-0.129287	1
71	0.0684325	0.33672	0.590184	0.787951	1
72	0.309959	-0.585801	0.136778	0.132781	1
73	0.551486	-1.27769	0.64686	0.394849	1
74	0.309959	-0.585801	0.533509	0.00174712	1
75	0.672249	-0.355171	0.306805	0.132781	1
76	0.913776	-0.12454	0.363481	0.263815	1
77	1.1553	-0.585801	0.590184	0.263815	1
78	1.03454	-0.12454	0.703536	0.656917	1
79	0.189196	-0.355171	0.420157	0.394849	1
80	-0.173094	-1.04706	-0.146601	-0.260321	1
81	-0.414621	-1.50832	0.023426	-0.129287	1
82	-0.414621	-1.50832	-0.0332498	-0.260321	1
83	-0.0523308	-0.816431	0.0801018	0.00174712	1
84	0.189196	-0.816431	0.760212	0.525883	1
85	-0.535384	-0.12454	0.420157	0.394849	1
86	0.189196	0.797981	0.420157	0.525883	1
87	1.03454	0.10609	0.533509	0.394849	1
88	0.551486	-1.73895	0.363481	0.132781	1
89	-0.293857	-0.12454	0.193454	0.132781	1
90	-0.414621	-1.27769	0.136778	0.132781	1
91	-0.414621	-1.04706	0.363481	0.00174712	1
92	0.309959	-0.12454	0.476833	0.263815	1
93	-0.0523308	-1.04706	0.136778	0.00174712	1
94	-1.01844	-1.73895	-0.259953	-0.260321	1
95	-0.293857	-0.816431	0.250129	0.132781	1
96	-0.173094	-0.12454	0.250129	0.00174712	1
97	-0.173094	-0.355171	0.250129	0.132781	1
98	0.430722	-0.355171	0.306805	0.132781	1
99	-0.897674	-1.27769	-0.429981	-0.129287	1
100	-0.173094	-0.585801	0.193454	0.132781	1
101	0.551486	0.567351	1.27029	1.70519	2
102	-0.0523308	-0.816431	0.760212	0.918985	2
103	1.51759	-0.12454	1.21362	1.18105	2
104	0.551486	-0.355171	1.04359	0.787951	2
105	0.793012	-0.12454	1.15694	1.31209	2
106	2.12141	-0.12454	1.61035	1.18105	2
107	-1.1392	-1.27769	0.420157	0.656917	2
108	1.75912	-0.355171	1.44032	0.787951	2
109	1.03454	-1.27769	1.15694	0.787951	2
110	1.63836	1.25924	1.32697	1.70519	2
111	0.793012	0.33672	0.760212	1.05002	2
112	0.672249	-0.816431	0.873564	0.918985	2
113	1.1553	-0.12454	0.986915	1.18105	2
114	-0.173094	-1.27769	0.703536	1.05002	2
115	-0.0523308	-0.585801	0.760212	1.57416	2
116	0.672249	0.33672	0.873564	1.44312	2
117	0.793012	-0.12454	0.986915	0.787951	2
118	2.24217	1.7205	1.66703	1.31209	2
119	2.24217	-1.04706	1.78038	1.44312	2
120	0.189196	-1.96958	0.703536	0.394849	2
121	1.27607	0.33672	1.10027	1.44312	2
122	-0.293857	-0.585801	0.64686	1.05002	2
123	2.24217	-0.585801	1.66703	1.05002	2
124	0.551486	-0.816431	0.64686	0.787951	2
125	1.03454	0.567351	1.10027	1.18105	2
126	1.63836	0.33672	1.27029	0.787951	2
127	0.430722	-0.585801	0.590184	0.787951	2
128	0.309959	-0.12454	0.64686	0.787951	2
129	0.672249	-0.585801	1.04359	1.18105	2
130	1.63836	-0.12454	1.15694	0.525883	2
131	1.87988	-0.585801	1.32697	0.918985	2
132	2.4837	1.7205	1.497	1.05002	2
133	0.672249	-0.585801	1.04359	1.31209	2
134	0.551486	-0.585801	0.760212	0.394849	2
135	0.309959	-1.04706	1.04359	0.263815	2
136	2.24217	-0.12454	1.32697	1.44312	2
137	0.551486	0.797981	1.04359	1.57416	2
138	0.672249	0.10609	0.986915	0.787951	2
139	0.189196	-0.12454	0.590184	0.787951	2
140	1.27607	0.10609	0.930239	1.18105	2
141	1.03454	0.10609	1.04359	1.57416	2
142	1.27607	0.10609	0.760212	1.44312	2
143	-0.0523308	-0.816431	0.760212	0.918985	2
144	1.1553	0.33672	1.21362	1.44312	2
145	1.03454	0.567351	1.10027	1.70519	2
146	1.03454	-0.12454	0.816888	1.44312	2
147	0.551486	-1.27769	0.703536	0.918985	2
148	0.793012	-0.12454	0.816888	1.05002	2
149	0.430722	0.797981	0.930239	1.44312	2
150	0.0684325	-0.12454	0.760212	0.787951	2
