	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	clase
12	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-1.02349	1.32994	1.91171	-0.164296	-0.220071	-0.104075	2
13	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	-3.27442	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.0210686	-0.424351	-0.595218	-0.164296	-0.220071	-0.104075	2
14	-0.223425	-0.205931	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-1.6065	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.0210686	-0.424598	-0.674719	-0.164296	-0.220071	-0.104075	2
15	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	0.528367	0.112473	0.0353996	-2.39906	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	1.08286	-0.271383	-0.164296	-0.220071	-0.104075	2
16	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	3.27081	1.32994	-0.270853	-0.164296	-0.220071	-0.104075	2
17	-0.223425	-0.205931	0.474697	-0.477159	-0.426607	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	2.34347	-0.449059	-0.674719	-0.164296	-0.220071	-0.104075	4
18	-0.223425	-0.205931	-0.260996	2.7721	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.44318	-0.424351	1.53541	-0.164296	-0.220071	-0.104075	4
19	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	2.34231	1.33019	-0.270853	-0.164296	-0.220071	-0.104075	2
20	-0.223425	-0.205931	-0.260996	2.36594	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.790206	1.03369	-0.674719	-0.164296	-0.220071	-0.104075	2
21	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	0.528367	0.112473	0.0353996	-2.39906	0.290058	0.472912	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	-0.424351	-0.271383	-0.164296	-0.220071	-0.104075	2
22	-0.223425	1.1247	3.78531	-0.477159	-0.426607	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.44318	-0.424351	-0.674719	-0.164296	-0.220071	-0.104075	2
23	-0.223425	-0.205931	-0.260996	2.97518	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.209895	-1.80802	-0.674719	-0.164296	-0.220071	-0.104075	4
24	-0.223425	2.45533	4.88885	-0.477159	-0.426607	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	2.34231	-0.424598	-0.674719	-0.164296	-0.220071	-0.104075	2
25	-0.223425	-0.205931	-0.0402879	-0.477159	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	-2.39906	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.791366	-0.424351	-0.674719	-0.164296	-0.220071	-0.104075	0
26	-0.223425	1.1247	-0.260996	1.55363	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	2.34231	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
27	-0.223425	-0.205931	-0.260996	1.95979	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	-3.27442	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.44318	-1.05194	1.91171	-0.164296	-0.220071	-0.104075	2
28	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	-3.27442	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.559242	-0.424598	1.53541	-0.164296	-0.220071	-0.104075	2
29	-0.223425	1.1247	3.78531	-0.477159	-0.426607	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.44318	0.29219	-0.674719	-0.164296	-0.220071	-0.104075	2
30	-0.223425	3.12064	-0.260996	-0.477159	-0.426607	1.01903	0.327257	2.41579	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.485317	-0.424351	-0.674719	-0.164296	2.3251	-0.104075	2
31	-0.670274	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	-5.44565	0.0491189	0.244307	0.922194	-0.675304	-0.424351	1.91171	-0.164296	-0.220071	-0.104075	3
32	-0.223425	1.1247	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	-3.27442	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.253193	1.32994	1.53541	-0.164296	-0.220071	-0.104075	2
33	-0.223425	-0.205931	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-1.6065	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.560403	1.32994	-0.270853	-0.164296	-0.220071	-0.104075	2
34	-0.223425	-0.205931	-0.260996	2.97518	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	3.27081	-0.819684	-0.674719	-0.164296	-0.220071	-0.104075	4
35	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	2.71859	0.100568	0.528367	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.501211	1.32994	1.91171	-0.164296	-0.220071	-0.104075	2
36	-0.670274	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.485317	1.08286	-0.674719	-0.164296	-0.220071	-0.104075	3
37	-0.223425	1.79001	-0.260996	-0.477159	-0.426607	1.01903	0.327257	2.76196	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.252032	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
38	-0.223425	-0.205931	-0.260996	1.55363	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.675304	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
39	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.616112	-1.88214	-0.674719	-0.164296	-0.220071	-0.104075	2
40	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.485317	-1.00524	1.91171	-0.164296	-0.220071	-0.104075	2
41	3.79822	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.485317	-1.80802	-0.674719	-0.164296	-0.220071	-0.104075	2
42	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	-2.39906	0.290058	0.472912	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.560403	1.32994	1.91171	-0.164296	-0.220071	-0.104075	2
43	3.79822	-0.205931	-0.260996	1.55363	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.559242	-0.424351	-0.674719	-0.164296	-0.220071	-0.104075	2
44	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	-0.424351	-0.270853	-0.164296	-0.220071	-0.104075	2
45	-0.670274	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	-5.44565	0.0491189	0.244307	-1.08301	-0.44434	-1.88214	-0.674719	-0.164296	-0.220071	-0.104075	3
46	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	0.528367	0.112473	0.0353996	-2.39906	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	-0.424351	-0.515187	-0.164296	-0.220071	-0.104075	2
47	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.674143	-0.424351	1.91171	-0.164296	-0.220071	-0.104075	2
48	-0.223425	-0.205931	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-1.6065	0.112473	0.0353996	0.416308	0.290058	0.472912	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.559242	1.32994	1.91171	-0.164296	-0.220071	-0.104075	2
49	-0.223425	3.12064	-0.260996	-0.477159	-0.426607	1.01903	0.327257	2.41579	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	1.52988	1.2185	-0.674719	-0.164296	2.3251	-0.104075	2
50	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.560403	1.32994	1.91171	6.07895	-0.220071	-0.104075	2
51	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.559242	-0.424598	-0.270853	-0.164296	-0.220071	-0.104075	2
52	-0.223425	1.1247	-0.260996	-0.477159	-0.426607	-0.737314	-2.4217	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-1.02349	1.32994	-0.271383	-0.164296	-0.220071	-0.104075	2
53	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.484156	1.28052	-0.270853	-0.164296	-0.220071	-0.104075	2
54	-0.223425	-0.205931	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-1.6065	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.676465	-1.56093	1.91171	-0.164296	-0.220071	-0.104075	2
55	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.559242	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
56	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.559242	-1.00524	1.91171	-0.164296	-0.220071	-0.104075	2
57	-0.223425	1.1247	-0.260996	-0.477159	-0.426607	2.77538	-0.589063	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-1.02233	-0.424351	-0.270853	-0.164296	-0.220071	-0.104075	2
58	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	0.327257	4.06008	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	0.485317	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
59	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	2.34231	1.28052	-0.270853	-0.164296	-0.220071	-0.104075	2
60	3.79822	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	4.90886	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.0210686	-0.424351	-0.270853	-0.164296	-0.220071	-0.104075	2
61	3.79822	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	4.90886	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.0210686	-0.424351	1.91171	-0.164296	-0.220071	-0.104075	2
62	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	2.71859	0.100568	0.528367	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	-3.27442	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	1.08286	-0.270853	-0.164296	-0.220071	-0.104075	2
63	-0.223425	-0.205931	-0.260996	1.35055	-0.426607	-0.737314	0.327257	-0.266999	-0.367377	0.100568	-1.6065	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-1.02233	-0.424351	-0.674719	-0.164296	-0.220071	-0.104075	2
64	3.79822	-0.205931	-0.260996	2.97518	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.211056	-0.424351	-0.270853	-0.164296	-0.220071	-0.104075	4
65	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.485317	-0.696142	-0.270853	-0.164296	-0.220071	-0.104075	2
66	-0.223425	1.1247	-0.260996	-0.477159	-0.426607	-0.737314	-2.4217	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	-2.11191	-2.20489	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-1.02233	-0.65908	-0.351414	-0.164296	-0.220071	-0.104075	2
67	-0.670274	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	-5.80116	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.0210686	-1.10383	-0.350884	-0.164296	-0.220071	-0.104075	3
68	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.44318	1.32994	-0.270853	-0.164296	-0.220071	-0.104075	1
69	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.907428	-1.88214	-0.674719	-0.164296	-0.220071	-0.104075	2
70	-0.670274	-0.205931	-0.260996	-0.477159	-0.426607	1.01903	1.24358	-0.266999	2.71859	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	-5.80116	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.675304	-1.31385	-0.674719	-0.164296	-0.220071	-0.104075	3
71	-0.223425	-0.205931	-0.260996	2.36594	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.442019	-0.424351	-0.674719	-0.164296	4.87027	-0.104075	2
72	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	-3.44327	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	2.6905	-0.424351	-0.674719	-0.164296	4.87027	-0.104075	2
73	-0.223425	1.1247	-0.260996	-0.477159	-0.426607	-0.737314	-2.4217	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.560403	-0.424351	-0.270853	-0.164296	-0.220071	-0.104075	2
74	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	-0.589063	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	-2.11191	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.44434	1.28052	-0.674719	-0.164296	-0.220071	-0.104075	2
75	-0.223425	-0.205931	0.0332813	-0.477159	2.34114	1.01903	0.327257	-0.266999	-0.367377	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.791366	0.86048	-0.674719	-0.164296	-0.220071	-0.104075	2
76	-0.223425	-0.871245	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	-0.367377	0.100568	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	-0.675304	-0.426822	-0.350354	-0.164296	-0.220071	-0.104075	2
77	-0.223425	1.1247	-0.260996	-0.477159	-0.426607	1.01903	0.327257	4.06008	-0.367377	-9.93108	-0.539068	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	0.922194	0.485317	-0.424598	1.91171	-0.164296	-0.220071	-0.104075	1
78	-0.223425	-0.205931	-0.260996	-0.477159	-0.426607	-0.737314	1.24358	-0.266999	2.71859	0.100568	1.5958	0.112473	0.0353996	0.416308	0.290058	0.472912	0.452969	0.172163	0.0940131	0.305015	0.0500941	0.183403	0.0491189	0.244307	-1.08301	-0.674143	1.32994	-0.674719	-0.164296	-0.220071	-0.104075	2
